hash,subject
34fe1677757649be9fcbb93495c98944acab6c23,docs(goal): describe round cache behavior
350d1b268830d76def9fd8dae53759d1953bb098,docs: verify Cordis signature type links
3511796fa69bbfd8253d5809b891c026c9085636,test(web): await completed turn footers
351a2e42b3d70a2514d78b5a9b7348e71a523ec5,fix(tasks): close background task review findings
352934b9eca194006bc2e7cdeca0467edc89959d,fix(jsonl): reject negative-zero timestamps
357f317b4cddab70010a5c8e2d14b056489b5680,"test(subagent): update service, send_message, and delegation specs"
35804737fa9d5c7d8f27299408e2fa60e2ff6d02,docs: address simplification RFC review
35acd34fd96c5ebbfdd2bd0a263e9700dad62035,fix(tools): enforce a disabled run_in_background at execution time (review findings)
35b9c454e59643f23ff33c57ffb595e8c75d4075,refactor(web): publish transient model request capacity (round 1)
3621716704fe5e88317a5c498f25e229194b2626,test(subagent): type Claude failure cause assertions
36588ade22a55040e47626571b12f5b0e8ae2101,fix(team): isolate browser remote adapter
3690c5566051b9165c1807c8d6b40f9142bd5345,test(invariants): type agent event carrier rows
36b562e4e95da11ce6996595826d37c870c368fc,fix(subagent): close Codex provider review findings
36db13dfb3e2f08e67cb0df01a8548cc79b01352,fix(subprocess): require verified range settlement
36dbe686314393efd70a7de3001f587f02d581a0,test(cordis): snapshot targeted JSDoc inspection
36e99e737b8dfa50fb62bdc9f15dd38bb4da36a2,test(sandbox): pack invariant service peer
3766e333b1cfee2cf53842eebeae024c73fe9c29,test(snapshot): refresh session query tool schema
379ac32401eb5b71894436dd28b3f88463010213,fix(code-runtime): close outer boundary bypasses
37aab00c24d46b05f78ec3c1d812037624bc90c0,cleanup(subagent): remove stale lint suppression
37f34af15ff248e7cd2b8d6cab4d88d65c60abce,"fix(plan): gate the immediate commit on the open-turn fold, not agent status"
380030c48f564c3e49611e7e70c4407a27efdcf6,fix(workflow): preserve disclosure intent across completion
382c243e78893814cb751eaf0fc09b35caf4e65b,test(e2e): widen keyless boot-smoke kill budgets to 30s
384cc8c15742e157793179f48dc0db1ca4121e5e,fix(schema): harden realm-safe JSON validation
3855a77e7d8b779c74c53cbbe7736a6a29563ba2,docs(approval): qualify audit guarantees
38922cbbb92646a88bb6141f3e5d72c6673db41a,docs(tasks): clarify admission lifecycle
38b4a06a13fd09c100ddc709a849cc162442174b,docs(tools): record generic result fallback
38ce422f71d2d27ae49d107f23009705f16fd93a,fix(llm): drain delegated retry recovery
3900de296d766e595d2c536ce96aa7084e13dfe0,docs(subagent): distinguish cancelled cleanup failure
3911b7117ee9c55d1e0f5b7f747596b5ca143b91,test(subagent): reach full continuable coverage and simplify unreachable paths
39b9c25b8992bbb9623a58820a7a8a3bab6d3175,test: refresh parallel tool call permission snapshot
39c6c1120abdcc0414325bbdd1624917b0cb8624,"Revert ""fix: share scope carrier across built JSON-RPC"""
3a1a4e2cd864e449cf3cd9de837a29b2bea35f7c,docs: address fragment review feedback
3a54694d28e9785134c4c60bbb96fc8e4883da27,fix(client): preserve pending waits across reconnect
3a920be9c56c5cc653b64f09dafa095adcb6e546,stack subagent token and duration metrics
3a9f78c55eba0d27971492c84f085649637d2365,feat(web): restore actions after steering consumption
3ab12acfe397eaac3d6bc3bba30c4671088f6957,Add app attribution headers RFC
3ab35de64f830bda324695cb5ef12cf2269fb835,refactor: prune unused web seam fields
3acb84744235512881efed577ec3eb697885365e,fix(subprocess): preserve clean spawn failure settlement
3aeee114656c0570ff0f045e26d0407b2e8399f7,chore: ignore worktree directories
3b0b0cefebb82901ed27ef64c0f4ff1d233ff54a,feat: implement bounded LLM request recovery
3b7ce2e6827056763d6ddd272c09f90670646955,fix(invariants): require justified empty companions
3b8656857749386ea77a3315ebd79e149e829a1a,test(ui): keep TeX delimiters out of code fences
3bb90bd4b6d3aa2bdae23509136f585e56912bb8,fix: make search raw output recovery backend-neutral
3bd2052d7251b9500e8afca02aaee64ca8b2ad40,fix: allow lineage-bearing stdio targets
3be7ca8664a120cb565891aeb3f6aa0fbdae681e,test(loader-smoke): normalize /private/tmp temp paths
3befcfc566b4deec276d600df993949f6e49facc,"Revert ""docs(approval): qualify audit guarantees"""
3c2e07a92d48c712f707603e78bab4954e03a33f,fix(goal): make publication reentrancy-safe
3c423523101adfad82e6f3fd53ff709ffdb9a090,Fix project instructions fs provider seam
3c79979d1dba53787a0111859cd386e7379fa25d,fix(subagent): resolve DSH defaults before preflight
3caa9e4f5a6816cad60cde0e1757b57161379cac,fix(subprocess): retain failed cleanup ownership
3caaa437977ec4e82af3c49f376cf8de04473897,fix(i18n): make translation contracts executable
3ceccc87a0299f6ec88b44a5d267665424f1bdaa,docs: drift-check public class APIs
3d19252e9643df4875b43669e7e22a32865ba857,test: refresh parallel tool call permission snapshot
3d6decedba498ac6966c6fd4e67d9af66435d7b5,chore(agent-loop): flag request context code smell
3da48d174168cb48bf1630fe1c61fc31d67087e0,fix(ci): register workspace resume fixture
3ddea798f12e8bfd4873cfee8775bb97575c9423,test(snapshot): refresh workspace context header
3dff212c5ddae752b3e55dbc346ceb595a3693ad,feat(workflow): auto-follow run and phase disclosures
3e2ba3f5574b43dc5af5d03e146769be241f96a3,fix: stop ACP teardown when fallback kill fails
3e7cd31ab3c699ed061fbd1a7ff7a71c48fbe642,fix(ci): retire root dsh Knip exemption
3ed74d54761e95a09da64b9ed997ab1cee6ee3a0,docs: refresh merged contract references
3f2f381209ab4db701a8275bec6ed66d7952fdc0,docs(subprocess): align provider-owned termination semantics
3f676efbd96dfb7954181fd59884690cb668df1c,fix: bound local fetch timer config
3fc2a4ca8201ca781ab7e55827c287f3ff3b7474,fix: harden model experience documentation gate
3fe196a7511058adf54890b4ef34ad9981d0a09f,Adapt workspace context to session prefixes
3feb05fef83a956e73b0a28057c8cd13bebf3dfd,docs(agent-notes): consolidate superseded decisions
40279aea1708ac3d06e7744814050cbe7971fa64,fix(subprocess): preserve native runner stdio
40298c28472317e1851fa7a9a0dcea14df0fe3b7,docs: compact README guidance
40b68cd8d55a7ae57de4d3b87c3afc0dfa849b5d,fix(web): harden paged search protocol (round 7)
40f6205cdfe7de566bfc074513daaa5a6f426b39,test(snapshot): stabilize DSH SDK route usage
414c310324b7700f8e9e29251a3164ade385a94a,cleanup(cli): omit invariants from shipped configs
415907a1621fbc10a303217637897020eec4ccd1,test(acp): sync advanced snapshot with bash environment hint
419370ea4b7afdac2d3ae1d6d5f7248290823f71,fix: keep bash status rendering and parsing together
419b0bcf7dfd9c0e88bc15ecf303c9576a92b43f,docs: refresh module graph for UI identity
41a7c70cb1f1a69b3a7e5b805abd08d19700f569,docs: audit package limitations on current stack
41e1955acef153363bbe47bba8a27c9be2708703,Clarify condensing in doc budget guidance
4201bbceca8104f6a26013e49c44239b6a257929,docs: use installed dsh command in publish tutorial
423412b7bf4b31054a102b1bc8f889f2f017ea94,fix(runtime): simplify executable entry dispatch
42378a987e3570c0196dcda5433de411b49dfe96,fix(profile): deduplicate fallback manifest traversal
4240c7dd7bf1872238f451358238a6b3967e6bc2,feat(subagent): durable child catalog and list_agents
426d65a2a25327eacecf66e67175d830cacc05de,fix: honor fs when locating skill project roots
42c359e57b934caa228a8cc541fb6f97d24f38b9,fix: ci
42d34473afa4d3a654d7ae4c450f8a8858578669,fix(web): allow follow-ups to running subagents
43151ed9c015058ad3484520733766ab7f048000,fix(subagent): preserve cancellation during durability
431fb4b03567eb95f33ac9877434f7a060b4c3cf,feat(subagent): add explicit child reports
433670a75439804f1d6aedde3fbc60a7dc5ca3c3,feat(invariants): require package-owned companions
436f9e96861271d464ac2d321030683477b80b2d,fix(subprocess): preserve native failure semantics
43a2c0a0af16ad1e85e539bf4976b31e3f416e3c,fix(tools): avoid duplicate run_code result views
43b093a502eddf54fb62b3a22c3df1ef3381fa9a,fix(subprocess): close runner pipe handles
43d60286e3ef4df567ab96f743f11bce3c52c5db,fix(tasks): an aborted wait must not leave a settled task notice-suppressed (review finding)
43e81390a3c12e3137a2c3068beff87282815f0c,refactor(web): source the search result bound from its protocol constant
4435616a04c397a786aa8e177cebea098e6c2914,test(acp-agent): rewrite the continuable snapshot for the Task-free surface
44664551cfa83012ba1358851d67ef221bb951a9,test: wait for ACP stdout frame under e2e parallelism
449e3cf29831d1da2be64ed84418ab2df60a690e,fix(tools): make code result cards authoritative
44ad2ef073b99c186cf2026f7ec7a526cb110b40,Remove the Echo agent
45034edd1a1816238e6eada2bc03178aa8d770e9,docs(skills): teach Agent Note consolidation
451c2929ed3b94804da804817823aafc6f8aafcd,fix(subagent): close terminal teardown races
4574340d7a09e5296b1ba25aaa997f28c88eaf5b,fix(tools): harden unified JSON value boundaries
458ba498151914fb5feba8d8491ac14918060b6b,docs(win32-process): narrow ABI verification claims
458f87ea03432d48a0b096b2f43c8903e8db262d,refactor: remove unused surface invalidation
45be662e85f5059bdf463ecc043688a444827f9e,Add skill discovery and loading
45e3997efcecf48c57e171a7d77401b1c914ea32,fix: correlate subagent completion by parent scope
4605124732ba004f6fafc42a8489c3b814a8d309,ci(windows): exercise ABI probes on failover standby
460a58639ae5aba84f97c24f8ba957d25b64db94,fix: address codex review round 3
463b72ce9631e7c034089cd508e3ccacbcb75e39,"feat(spill): add tool-output spill seam, local backend, and policy"
46b8bce03acebd579cdcb4daf91c02e51eddf78e,fix: join exact session startup on teardown
46ba91bc98ca6eeb529aa343ed905c732deea542,docs: sharpen package limitation audit
46db6088436d948aaee311f68151aa5d2d095fe1,Align Codex provider review evidence
47205cbb82f095dbcbd42506ca99c4b86c0c5e32,fix(web): preserve reconnect metrics baseline
4727d742db2d94af2387393aed45d9426e17628d,fix(web): align session search contracts
4775095aa2b2488a5d179dd56d1a9eb133983aec,fix(infra): remove stale Codex dependency hints
4779d04af8143fbd5e1a98a1cf7d4413374abf6d,Remove generated Agent Note index
47812b45db85a9824530e800b12de1c82fdd6972,test: re-record Codex hook snapshot
4791b40b269b19a3c40daae5ed412ebc5d1b6d42,fix(llm-pi-ai): classify usage-based context overflow
48192101426c815dede5a88d0dacf1be77988602,refactor(token-meter): make context occupancy durable projection state
4851d9570496a8ed5573873c85d18c054a78fad3,docs: propose follow-up simplification RFCs
486362d2f8a6de1aee998cee320046d5c3db1a8d,docs(catalog): refresh ACP config source link
4866a76d8692af88ef7523781fc507b64dcf3abf,test(llm): match pi-ai 0.82.1 reasoning catalog
48e7bde3617dd5c84fb7f1c7692066e9bd530e3c,refactor(bash): centralize managed env prefix
491dafc78597100736e80230a42facde7fcb9445,fix(goal): close human command surface gaps
49351cbf0ee08f19ea6fde860eee615d7155fe9e,feat(subagent): support named Claude Code provider instances
49a40bbd8d213d2c7123e9cc4441f9d40b5bba16,test(web): remove abandoned sandbox wording experiment
49bb6a88ebb76a85c6ad0807db5c1c7a3f8f6337,fix(tool-bash): handle unavailable spill paths
49e45ff184dbb1c5a293d83359afd0b8ce333f95,fix: reject legacy fallback headers
4a1c64663b74843d6c304e93f826cc92e3d9a98b,docs: retire completed tagged-envelope review TODO
4a3f3af296212d7275fbb5f80e37c3b1428c4551,Address Claude review follow-ups
4a5463cfc49b8f505b5f47aa7634909c08602a08,test: use the public agent type
4a722de4fa0218295ea31f9c43346e9818d3d5af,fix(win32-process): close PR1 review gaps
4a72beacf2fa917a2f0e5cb6f09dd2889a832121,test(web): keep policy acceptance portable
4aac1514e4e6e008feab8005b863d7b6a8e2fa12,docs(code-runtime): cover captured error construction
4ab5a76317f6763e682f7525d913e08fb205fdd4,docs(agents): promote review principles
4afc701e98dd1bccceb8f127eb2f376bb437a643,fix(snapshot): register filesystem tools through explicit overlay
4afcb5c3c99da7569adbec94868bc3a101c24510,fix(code-runtime): capture worker JSON intrinsics
4bd98407a98d2c570508e3b1de588a8cb661383d,fix: address codex review round 1
4be7e7680e157381919f6bf961bc4bba5869e896,test(acp): refresh product subagent skill snapshot
4c08629b58ef493da1a02e0dcff9eed4d4eb1980,docs(acp): describe concurrent update routing
4c164cd163a7712143b7e5a78a3616b56c7fd559,fix(subprocess): close native containment CI gaps
4c49e7109b4280750a226703aea9a9bf700d2e8d,fix(cli): separate dsh from repository build
4c6618c26da6ff0fe08b1881be31d19ceebe20c4,test(llm): adapt retry coverage to followup API
4c6ff93535bf15e28569de908e1ab27e21dfc64b,fix(subagent): preserve Claude failure provenance
4c8b47f3c6252b83f190218ef97b1dfd29d556c5,test(web): refresh markdown image golden
4cadf096ce2e9792e931ca2cc143ae9e264d9380,Remove the stdio agent
4cd4c118712be7bd27e0cd2736ffec6135cce402,fix(web): deduplicate plan review rendering
4cea4979c63c2b9c4b43f01372303e0ea3dc318c,docs: classify loader smoke support surface
4d03472cd098dc48a630e526ca620f4f37f18a0e,feat(subagent): add Claude Code non-interactive permission modes
4d0a24d8ed13d081c662d500dab7fc28676dc55b,test(subagent): preserve durability failure after rebase
4d0c0478f643333b1ab9c3c98192190fd974ba0f,fix(web): defer default mode reminder
4d54bfdff3159d4a0d1a016ebd4c201f2c7e9701,test(snapshot): refresh DSH SDK route schemas
4d965414b6074a28f18e5ba1871211d490999d3d,docs(goal): describe cache effect
4dd6266c53116f59e7604f828919c3103991c7c0,docs(commands): refresh command event catalog
4dda5b953b5cb3b2de24e964c6f9da6a8c9e1911,refactor(subagent): retire standalone mock package
4dede454ed6ca776e7efa9ff5e57491348be5d26,fix: address dsh badge review feedback
4dee9a8d9bc5bbce52dee79bd24ab2523a7f1309,docs: propose background subagent tasks
4e021b4686bd144610ec4ab1e6f34033c4ba0426,fix(ci): invoke npm portably on Windows
4e295221f352b4ca507e813a2c410269d5a6e29a,refactor(persistence): group sessions in project directories
4e47a7c1bf4221bcf0cbfc6f0a6a598c5dfa673b,Fix path-dependent Code Mode snapshots
4e747942360e9800b3c6a2f570bdd76fde0814f0,test(goal): isolate the ACP lifecycle snapshot
4e7a2c732f77834e2dc5d03e3861e4a0c18bd132,fix(commands): remove adapter surface filtering
4e7a5f19cf6e7310f39b68bdfb65c0af1151c16c,docs(subagent): rewrite the subagent data-structure doc for activations
4e7f40382dfb564225f12c7f406f200ecadd50ec,docs: clarify source build prerequisite
4e8067e8d52deec3d0320a9f5d4135034d74a976,refactor(telemetry): replay feedback sessions without buffering
4eb0a52840df227b5541c7beb5edb64495585ec8,fix(workflow): close review and snapshot gaps
4eda48d002f3d9cab151aa5de8a2e2c09a41dbf8,fix: address codex review round 2
4ef3e60d57a34d11a6be6a58b63e3f7b2509de37,fix(web): keep details closed by default
4f02717ebce2f1c367789bc2a265c516ddaba788,fix(e2e): decode packed history records
4f2f34c6fd04f3787a5e74712f3fcbb6c97461b0,"docs: BashRunResult timedOut/aborted are first-cause, not independent (codex round 3)"
4f381b83c969c57c6f03c58676c620232fb04628,refactor(win32-process): remove redundant suspension
4f40197e169c6f8dadf756ca514b824a9050f58d,fix: complete code runtime surface pruning
4f8ff004e6f000e6e0b85d788690f6fce1e7efca,docs(i18n): point tutorial entries at index pages
50350088f9b32297f6e1cc6c339169dfa390875c,docs: correct the Oxlint workflow contract
504fbf59f3202126330517eb8b20f7f5a17c6f0c,fix(invariants): replay histories and pack companions
510e80e447d1cb1924d080196c2c6a317f56907d,test: update ACP request-header snapshots
5113b831e85466892306197c82b9be9b84136b29,test(client): align card fixtures with subagent session state
512ef2a18e73f930077f91800d0b1e6beaeedd3b,docs(invariants): refresh installer API catalogs
513e16f9dced1d5590463a68302cd59fd5427b91,fix(dev): make hooks and bash seams safer
5142bc3eb671a3140346af6beb829378e5714007,test: refresh translation prompt snapshot
51494c9cbeb247664fe772ea4cb69e2d0e461664,fix(ui): render common TeX math delimiters
51700d4685898a3ef62512c34f2183b7b532a5b1,Fix ask_user_question review findings
5171e107e0f3dc993b759fe3e3336387c012f33c,test(history): measure end-to-end timing stages
5189c995433830ff5a32d38b79d30232ff2bfd1a,fix demo readline terminal editing
51b2fc35f336fec5ccbfc14342b5fe6d07d45ab9,docs: refresh translation prompt snapshot
52002791a47024589efd15745d8b7c886110dd9b,test(acp): stabilize continuable subagent snapshot
5201b84863e7a89d3de177be17e398c9038eca07,fix(web): avoid history pagination stack overflow
5209656086944adcbbf637468b89bb99799c9633,docs: clarify PR label selection
5261ebab383a3e33fba7546844bbd023b22f0e16,fix(compact-basic): fence surface changes only
528f9cba6293beffbdaa4926968eabdbd6a51434,fix: default time context to system zone
5340aedb8bdce3c36f9101dd48948c1976a6c70f,fix(host): guard terminal metric snapshots (round 6 review)
53531b9af2a4cb84ab814aa7551fa1539c72f415,test(snapshot): refresh Cordis steering API fixture
5375142827147d1c08c1dafca05948a227e5521c,fix(sandbox): contain drain failure settlement
539850578aabd477c734a6cbf142d93aeb035764,fix: reject legacy header deltas on append
53ae9abea2a5361f636c6369a7c6a650640e8673,style(web): polish subagent and bash chrome
53d9634043333913e175b23504a9ab912885370c,chore: tighten TypeScript duplication lint
53fadcce8a379897a33b8dc5e4801381825f6833,docs(i18n): preserve modal emphasis across pair
5409452cc705804386fe029908f14b31840efe96,test: refresh snapshots after master merge
541591d5f686eb3447b698b2b4a8dc6c4e1233c6,fix: address repository removal review
542a01c40738d3211a45a2570e945c66019900be,test(acp): cover the continuable drain ordering and its failure path
54514f48c539b1adb029ada32a5a1fb5aeca7c97,Fix time-context workspace config fixture
546143048c011b30380fc135efbbde12afc8b465,docs(api): refresh llm reference
5490a5e070899fb22a00964216697610069ee78f,ci(windows): run ABI probes with MSVC
54a3c8b2a426a0e875382f70b4e0d7b6df30bf6b,docs: address graph review placement
54aef6068533d3c31de8d7195b8489ff7d0ff4bb,fix(tools): complete cancellation boundary
54e908df528f69f9907732a1a1073687a4998c5a,test: simplify DSH SDK route evidence
54fb96ef04df12bf59c69b14de24bcba8ada98d4,refactor: name front door defaults
552612622caf8cf715aced0612d58be9ea55bc17,docs: fold useful simplification RFCs from pr 74
55916f931d10d1d894e7c26467f533065a2bfb9f,fix(core): preserve abort-observer replacements
55a8c2e9f2c50ae2680c71229c4127e2a1a9ed13,chore(subagent): refresh Codex runtime
55b47657e55a6808275b7c96160414ed4ef6a1ff,fix(web): fence request telemetry lifecycles
55f86367adf11a3291e09a53f95117879ef59bb6,test(subagent): update in-process specs and pin both durability failure modes
56067f997292e07f797a0ad8a6ab44dd13be136a,docs(subagent): refresh Claude runtime notices
56091d5b5d126cc2b21b57fef93b299143db6f81,fix review findings: keep ask-user opt-in for acp app
560cabf848d93e05b6903177b3db66d7eb65eea1,docs(telemetry): fix zh wording and complete FULL disclosure description
5634c08088d0e2fe5b0bc3ed885d1dc3bb9f0ee2,docs: restore architecture turn flow
569bf3e5e080d329f411b085d9da4a3223c3db8b,docs: refresh DSH SDK config catalog pair
5716fab2c5499ec2f4bbed80eb64bc6f1f82b6bf,docs: note in-flight RFC implementation stack
571c6025d56f827c0aeed55e0c9b8a9fa9f974ff,fix: address master merge gate failures
57408d07fcbc159dc436233984d1ae9351a01c92,docs(telemetry): disclose launcher telemetry in FULL notice
5759c287a2999cd28cad8207c44c7d585bc665ca,fix(web): narrow default search review scope
575e1217bb8b0aa77ac8263daefdd790c2898f54,fix: remove scoped bash
578df3f986f6af1a91c74d264419e2391509654f,Clarify goal rounds around request recovery
57e2433f455b10b37f959de710bda4532fda3118,show subagent token metrics
57eba4341c3223f6370906e614da1a75385c9941,fix(subagent): narrow provider route defaults
582a8ba2888cb5ed01d245a114ff3d5b6a06e10a,refactor: drop unconsumed skill provider events
586ccb677ec0abd4cab2afd98a98965d5f570341,docs: refine semantic PR label taxonomy
589259e70c1ae1f57a421bbedc9c1d617df53b82,simplify pre-push skill guidance
58dc5f94de7049b21233a9fbcb8bab5af978eb63,feat(session-title): add fallback and model providers
58e61ae20ba28101be0bed01505b03ec20cd6a7e,fix: retain stdio target across agent replacement
590f520949dcd57bb52aebd713a5fa593bf209de,fix: address codex review round 2
598d0ea76921ceca019b932ce533722567ab6bdf,test(sandbox-policy): record wording evidence
598f9719f4e27b6d5e37478fb20a85214956fd0d,refactor(landlock-run): unify workspace release (review round 1)
59940f086311a5af6c52eaafbbf5e3151cbf0b65,test: keep lint format rules aligned
59e98ca8dd97c1bc4a1d61ccd183e387749797a0,docs: add contribution guide
5a1194bf301ecd9f2ab007a599a2e121e57b72e6,test: refresh snapshots after bash guidance merge
5a5591205f0ff9fbf5958e58f1f5c35469db7c93,docs(rfc): acknowledge experimental ALS teardown API
5aab7930457c6b3a3c6256e3e7a773b996b0381c,fix(subprocess): preserve clean Windows range settlement
5ac03dde3fb2bc125263088d1f6015770d3878c0,fix(review): generalize spill storage locators
5ad483d120d8f45f93017ea32c14f39c697335fe,Stabilize bash kill escalation test
5b17d3bab5fc09eb7557554a9c9f6b3ebf513d03,fix(web): match queue steer icon to design
5b215932f821592daee048e20788b01dc3dd8f5c,fix(subprocess): hand off Windows process observation
5b36be339d918962feb09844f79f828e2727fe24,docs(architecture): keep canonical output map concise
5b47da02aee90da2b369b0a8c1beb08968859caf,refactor(win32-process): restore mechanical extraction
5baa86b97f7d0c207bc0dfab1ffabf5c3bba407b,fix(web): align subagent catalog spacing
5c085e3511689f8b4fa7c129a90702a9e8039038,docs(subagent): align provider opt-in examples
5c27df5ed711cf2f491498b47c949da9f6eacd5c,fix(subagent): preserve actionable ACP failure facts
5c82310f47a57f5031e3301042a53a0768a53b30,refactor: prune unused llm contract fields
5ca3eab6ceb522c5a69bb198af7d71316f87a639,fix(acp): use 256k compaction window
5caceee380b962af051821b95258037d2c4830ab,Move ACP snapshot replay doc into package
5ccebb4741199c3f4c51704703f547d3eb61d36b,test(web): align the search e2e anchor with the localized placeholder
5d3fdf304207668b363de07e6bcad84e5f67d3ab,docs: record separate dsh build decision
5d411f9c4e4c0b74089266d44357595a39ad3d3f,fix(session-title): preserve agent turn outcomes
5d56019d22a51f4125c5f54003ebdb75395f2f11,feat: revert crumbs navigation for subagents
5dabddb164b1bbfac5279864b7bf0dbda45ecb43,test(web): anchor policy experiment on durable state
5dcf6095cb191d1f13fbc8ebe3d5df570d4d3b2e,docs: include JSDoc in type-equiv blocks
5dfe09959d507d4f3d10fe082da8e7e828cfd48c,fix(fs): keep listDir child keys under stable parent
5e0e4b2401a181abba82c48deedfb21648729acd,fix(web): reject credentialed search redirects
5e1494ff171ed5e2c3b730e1dec2b77864d3a9dd,refactor(subagent): keep ACP permission diagnostics minimal
5e2607df8c077c1dbab63f8ca080e4bb941ec983,refactor(core): capture session inside loop operations
5e3da065db2cf3d2442e274dea95311d5c4cd257,test(examples): snapshot headless one-shot stream
5e3eaea742b06a2f69803c65c887396e7656bcd7,refactor(subprocess): keep runner error bindings one-shot
5e629f70042715593b0abebc011def2cd82a1e57,test: fix packed install closure and macOS paths
5e8943fd1cf8efe4c99a3f5085f55580692490bc,fix(plan): make direct exit discoverable
5e9131e824a86dc2fcdaf910569b1fbf7d4cc72c,chore: sync code runtime surface catalog
5eca318cdc1ade876476cb3fad75a89626457227,fix(snapshot): preserve volatile id correlations
5ef5feb01accdc6bb67a918afacf3e5b6b0e32e7,fix(web): reconcile rebased subagent contracts
5efc449af02417f34959d076c93336418eeb9e4a,ci: keep static lane source-only
5f7177a0a983b0eb2733605026ee0d9bb4dcdb53,Stabilize workflow worker coverage wait
5f87c7a89c75de19e852302e1202f7ea8c72274c,fix(web): close queue collapse review gaps
5fad2fc93445ae2875048b7009ab2deef6161f9d,docs: define extensible PR labels
5fd647012e83d2dd395b3c6d135ee2178551d4f2,test: make fs policy snapshot portable
600af3ca7986c0af9a463384e4473f6d2f330d5d,chore: reconcile loader smoke lockfile
60587b4901c779fb00931545ec6c326ff07c6fc4,fix(sandbox): cancel sibling drain on termination failure
605b399a8f7de3a7f475dc47f434c2439ce8ff3b,refactor(subagent): simplify Claude failure fact ownership
60926e32577d1fc0fe9357cdde04f2fef03379d6,test(ralph): await child readiness event
60999be6023c695cf9e95e0ad37040e83157068d,test(shell): remove stale lint suppression
60a0bcd35820be8b462f71bd463cb7b4af640abf,feat(cli): mark meta and upgrade commands experimental
60a88114c21db0760f6e95d40d2a62f2116aa5ac,docs(code-mode): align result presentation contract
60c4d523d1a868d6766b828a2e5a0771f7c42205,docs(tools): align schema default contract
60c729250e5059e5f447058b8c012bac90ef5ead,test(subprocess): preserve Windows job descendant
60ce23d77c52b6f4c183c320d2a1b54c4aedea7f,fix: surface ACP launcher spawn failures
60dd357a02b1831ac2c59b1280f949d2225206b8,fix(subprocess): preserve native spawn error shape
60eea35df5d4cdba6e21e10d9a44728e513f49e4,fix(ralph): harden execution boundaries
610ed618e97141ca3534c1c99690abb6a1fac695,fix(subprocess): release Windows target cwd
61136b22bbfabae49227843f924cc4832a07fe51,refactor: remove UI identity translations
616c2ffba30d0279b351cd39dd89174c642166fe,ci: keep measured e2e worker cap
61dea35bd29ef3a08dab16a84ad3447bc94655fa,refactor: let Team own browser remotes
62080d49c265d3a7a5bf8efcae524a29e3320b8e,docs: fix release smoke test failures
6250c103b675e6e2aaa87ffa42709f77e4ca8a47,docs(tools): sync bounded output contracts
625e8f0ed2ed2eabec851f2b9574dd39b89f01b7,docs: update tutorial for canonical tool output
627eb6e00bd83296eb4288b7333b4926cc6d3053,fix(code-runtime): bound hostile output accounting
628006889e07846af0816a127683b3e5aa5f2b5c,docs: keep agent-loop map concise
6292d522362406d46ba5f74d7c0b3631dd6c0047,feat(skill): move catalogs into session prefixes
62da706b64b15b31a0a960d8987d6cc9d93950d3,fix(subagent): address Claude permission review findings
62fc876318dd6b06b1e70e6a769a2194b13747be,feat: inspect exact Cordis API JSDoc
6332b5b952d7a931fe4c69ec2547f1f214591972,fix(web): align context cards on narrow screens
635c35991ce18ac09c4237e2edcfd4396ee48c11,test(subprocess): type Linux exec mock
63b038e469c7a5f680fa5927bc29c42eab76091d,fix(subprocess): preserve close snapshot state
63cb16a540041d0746e37c19953543c6df8366d8,fix(session-title): honor request lifecycle
63d1f7679cbc6bbbdec710f5660fdade1a625145,docs(goal): refresh generated service references
63d48593cc2f6d3024289c8269412e0e4b9c7b44,fix(tools): preserve complete bounded presentations
63df2b31a70e181c1fe61046c9f035c6ecb6b0e4,docs(subprocess): document runner lifecycle helpers
642b1c29d3a2155bb101194d8c0d0bb31f6f0977,feat(examples): configure max-token success via env
642ef353ece7a0d028b3ec6f4003b2718944f3f5,docs(config): refresh catalog after merge
643b77dabfcd06cc100f92f9350e6c06d928a74a,docs: sync implementation docs and doc gates
644bf00b86b054d9eb1689d2db86a6d42a6369ad,fix(subagent): cancel pending live delivery
646f3d2d0c553402b6e352cbcd70f1530c4de883,docs: apply verbatim model experience guidance repo-wide
64742d3d301006c36c8f2160926f51e81645fb95,fix: remove machine busy loading test
6475e518255b6c70b5994a7ace0ae563beb220db,fix(goal-session): discriminate plugin turn triggers
649865043db86045ece6d586f2b0cdb9c2c13268,docs: preserve prose cleanup in session simplification
64a3933270a0f4636b36b485197597c66945599b,docs: refresh config catalog after parent merge
6514a59d5de4e40444dc4529c54d64e3af50527f,fix(ui-conversation): preserve semantic chat scroll position
6532fff45861698e50885b8b24fb6892400c77eb,test(subagent-acp): allow provider fallback warning
65521b589f3ffa1a912bb3d8db05a6e2ce204a85,refactor: hide remaining subagent helpers
656ae95263cfd9f832bdeefbf9da6a91b8ce72bb,test: await exact stdio startup condition
6585847144db642bd89e8de8d0300172cc175817,fix(web): preserve subagent catalog styling
659749dc09efb196c8684ad5cd06108861294851,fix(subagent): align DSH SDK diagnostics with reachable facts
661504b3ec6f88baf91f4f62545cbc2c34dc1c4f,chore: gate TypeScript duplication in CI
665c10ff1980482929358199a21fc504108066f7,docs(graphs): add generated documentation atlas
668da7f507afb7404bfc6e4721e34f541d8a4f44,refactor(win32-process): share native process primitives
669acedcadeb5890d72b7b4dbc67d07dba093dc5,fix(test): preserve invariant config failures
66c36e7325b1a496557a20e9c71c75e01a113692,feat: add canonical typed tool outputs
