merge_hash,subject,non_merge_count,non_merge_hashes
a9852a2b5b1c239ccd9fd777d5366f8dbfc023f0,Merge pull request #2152 from deepseek-harness/codex/remove-source-installer,14,01257351d984489706ec9d296e13ad1073d0b018 2765de87c888f5148536f52bd0573fb45e46b621 34abf697306592177c493fea8b7043a864718c82 3e7cd31ab3c699ed061fbd1a7ff7a71c48fbe642 67ef355800f56fd7b862008595bfee40db710a02 6ad289809bdac10c873f78fc791231b37ba5cf01 7e77fcb52b6a9616bda6b39782a8a8524a7f5f59 9d79da0c62421e4e58646ed9e9b31409596913f3 c3cb4b350eeeeaf20419d209bb34937caf104c12 c9e14307b829816fac821bf76acbafcc2e1dfeb5 d8e50c2c0b1e384b210beceb0d80f44885d0833e e59af75554ed50e11eaf08cbf6eeb38350d33ab7 ee9465e4b32abf81550ffb7d95af74c7c7d019d6 fc2adf8c6b8e06a2562c8c7b4aa368e70280ea3c
53c58e3914704a99d7945cf766018128c19eb0ce,Merge pull request #2228 from deepseek-harness/codex/remove-experimental,1,fd5365e374115b3aa0ec51e6f14414febe9bf607
396925ad4c56f17fab995638bc5495adb63489ae,Merge pull request #2137 from deepseek-harness/codex/product-subagent-presets,11,14dc8cd349ff03c551fe91bbfab7ad6ae1ac01ca 37aab00c24d46b05f78ec3c1d812037624bc90c0 7ba4244d6671d5b7b2fbcb5904dab70a1e3dc5a8 8fd2f0a813864045cdaa061185e31d7febce7ada 9f6ec0ead6e21f368c8ff08d048ae2f73505f326 aee58c73e0ea69c6019283744bf03ec68aa06432 af1894eaef9f13e7a57d07c60e92701d469f706c b1d67a693537bb24f0e95460bbdafd98e6c507e6 bec5721f0cac545d8a7977000a6549fb9a6bb53c d507894d43e5129db2681167207ad6de9b0a8058 eaf9c09d96352657918dab7c9a4e95147bff0535
504e96a04999d2f97caa67d00f1f59023c30230e,Merge pull request #2092 from deepseek-harness/codex/remove-repository-plugin,4,541591d5f686eb3447b698b2b4a8dc6c4e1233c6 820bb290357f2918a6d35fff0357ddf9b01dd7d3 993550e6c851e1ae05aa7d587d10ae1626ae1191 a33ee3d4f098ffbe9a2617c4eadb12a0282910c5
09c3622697361b7956b19dd203234f979ac53eaa,Merge pull request #2103 from deepseek-harness/codex/concrete-technical-prose,2,51b2fc35f336fec5ccbfc14342b5fe6d07d45ab9 a27efdef363de392d675d4ce517db58b78826b44
3c7e7262c1b0a06bfb130f1ceebf01454625adb5,Merge pull request #2147 from deepseek-harness/codex/ignore-archived-agent-notes-in-rg,1,e56c6234d2f4cdaa517f875fbddbc3b7c36181d3
673e7cddc5c0dab0846d34e45ec8d6149c115aed,Merge pull request #1878 from deepseek-harness/codex/feedback-session-id,2,8dc91d2c00f231d14b962f27b6a6143f36258add ef35c7f3b227b0640097e8d8c6ffd37bd5c3e323
71ac961da49bf7055f0d74d142ec4446ba7fa974,Merge pull request #502 from deepseek-harness/codex/replace-front-door-with-front-end,1,a7fc81d745ad178194be6c905bb1a6b4c19cd624
4798216c578a30612f6679f8084f304485405eee,Merge pull request #2104 from deepseek-harness/codex/concrete-provenance-prose,4,3766e333b1cfee2cf53842eebeae024c73fe9c29 829e874ed2d42fc0dd2916797384b540511b3f06 93e858faf969881c49e4fc3dc0e141b5527e542b 9704749b0139cc539945990a2a00f36d49b1d3ef
338086c42a51235c1920dd8f9e79febd83a27370,Merge pull request #1375 from deepseek-harness/codex/fix-deepseek-keepalive,3,bf70345d81a35c1e821aa88a96b1dac7e3f38bb2 cd6bd5c1882b455df0574f2d3dc260f3cdd67419 cf5e04f75c3f0cfeebef28454145051576b7b8af
118a2f6866cc386c245d93a5e42af560a395291a,Merge pull request #2097 from deepseek-harness/codex/replace-eslint-workflow-with-oxlint,3,7016ad93deb203e28cc306f8e88e98bdd69215ff 8829d15b8e252e9bc491c5ca0785a3ca570c00b4 996ff7a4409e92b26471507395937344bf22c847
772c580ee15ce9fda5a219fadc9f5193e175ded5,Merge pull request #518 from deepseek-harness/codex/short-circuit-terminology,1,76b3353452fd46f2fa27453d18985fab994d14d7
bd518cb68456f15bc8fe05319cb0f4b14d6082f0,Merge pull request #1696 from deepseek-harness/codex/dsh-badge-plugin,4,4dede454ed6ca776e7efa9ff5e57491348be5d26 8dcbabc3a45d78565aba5650162d8e0febd9be85 928c99876e8e3a66a730f759236525f7944a4a0f b9e7db5abfe67a2b9cfd2732a57ebd8264b2ad36
235a94b1791005ded91b547ed556758f99941425,Merge pull request #1734 from deepseek-harness/codex/unify-landlock-release,6,10c1d77a4f3842812293d138a4e447356149ab5b 1627728eff0acd837c7b5cf0a63043f3668779ee 22c70870742bd69590863c769a5beee684bf8e77 32864c026cbfc7a36d875d1bee87b8c28bba0a78 598f9719f4e27b6d5e37478fb20a85214956fd0d d3aa337c26806d14e45faf1319bb3d2ceada6cd5
59533a3271ff11bdd302ad29a604ea3ecac8341b,Merge pull request #1654 from deepseek-harness/codex/otel-feedback-levels,7,4e8067e8d52deec3d0320a9f5d4135034d74a976 9d9b547d55dc6a2db4449193bcc505e2b5282712 ab94a2f7d6463ba640af5866c4b28908d5dde3b0 b10368a8d53d8cafb1ee991c4b1b9519b8271403 c6f8055388feda7b5298e5d03fb9b9f46fa778cf c836fcd416ddf0bc0c384fa24d6abbebdeb12c8d ccb0842cfcc23ca11a89c136761e355eb0c94741
949d4060865c71665c72dc1df12a876f186cb331,Merge pull request #1574 from deepseek-harness/codex/fix-resume-baseline-dedup,7,01fa4ceb6e44818b6146991332cef6853218a319 119c55e35eb6fff4d760029599c717a7fd23a099 207c45d15f5486bcf958a0c01c0ea5bab8192a49 2b82225543c0103b436959fe5361f5fc61b36499 3da48d174168cb48bf1630fe1c61fc31d67087e0 c0433d71ee057170d3629212a73530e19c88a289 f8ceeed610b82fddf3c0d0a10a996a2bef80b2ec
d67116eb8cbf1a7a7ea17e623aac85aa052e6b96,Merge pull request #1353 from deepseek-harness/codex/fix-compact-agents-reinjection,2,19be29cd0bc21d8e58a41c9d150c173684078549 eff7b758b1a0781acf66d176c108ac0e49f42544
5359408d11d08dec11e9ec6cde97f05d1d9ab8a7,Merge pull request #1600 from deepseek-harness/codex/product-providers-pr2-claude-code,27,01704b9a3ab7008664be6599e003e4eae499dae1 075b6b0756c2491e3f5f8bf9f4a7bddb67d4568a 0ccd847ef30cd9c09d6179e1eaf58e7113c4d1db 13d7318dace1316e82b91a397c338aaff669a5b5 1daa35b6e3a8fca62b9e42abed6a0d8cfc6ce398 270b8e0acc64581f604a86367dd57ce5d6104d62 2e00a93edaa0b3bf846ea0556d30e3f551492c6d 32f829c4e6a3004268afd26dce8684e3555d83d7 34b6cb91eda44b9febd928eaba192aecec63b909 36b562e4e95da11ce6996595826d37c870c368fc 451c2929ed3b94804da804817823aafc6f8aafcd 46db6088436d948aaee311f68151aa5d2d095fe1 6d8095825b9bb1ed7703dd011ef0eeb98b7170bc 74f2ab90e1235b739938f5f36a16d5788c03a9d0 8067701b92982877005fa0c6f567f7aa6caf9300 8e4a1b3396c1023e5b28f22c09c2191027883108 96d6853a9614e529aa380ee18b88aca4013d68d8 9d65894314ac57b505083ee9bf666846ead0e6da 9e91e206d4ad1662a843956cf73892aa4f3bf94a a49ef7581fbc15341e1c34bc7549d51981dda6c7 a93968bf9361a3240228d8e35bd43bfa1f7f7799 be56f64b7a7aef49ff83d7fea34283b096896658 c09b20f96b08f5119712c0017858dde214e61236 d78090267994897063b4faa88a8b104d6b8e2ebc d7ee0e798a8b9d90d7b7addb1233885739727146 e2b73d278ceda2b6dedb590002d5deca390ef042 f96acad43829e6e7461418fa738265cdd8398396
4d241d37e400429f8a676dcd0c54a1e9e5764aef,Merge pull request #1599 from deepseek-harness/codex/web-slash-fuzzy-search,1,ec297c0ca0b419b25815423aadc251715eb22586
c21d3cfed8b4510554c88a81c26d0d7c46c9c357,Merge pull request #1772 from deepseek-harness/codex/stabilize-markdown-web-snapshots,1,e24ed27f5f14bfbc03a9058bb2f6ad39a4ee5be1
d0cb6770a955485127e1ab629a3aa6fb56c855d5,Merge pull request #1668 from deepseek-harness/codex/fix-math-rendering,5,09a2e120f3c5a6f300f3d7a3999a6dd3c3f0edd4 3b8656857749386ea77a3315ebd79e149e829a1a 51494c9cbeb247664fe772ea4cb69e2d0e461664 7c90422f345688ca84c65acdd86e24decc55782b d68ee2fb0eb78a5d305915d43f92301e4fb47e0a
7b14efb2b2a28804a23ab257156f50ad3b72aa75,Merge pull request #1358 from deepseek-harness/codex/document-structure-standard,7,012bb0a54977f1c0c1167fdc58cab634b3f7a88c 5634c08088d0e2fe5b0bc3ed885d1dc3bb9f0ee2 82218e0c364c74322d269e33ba74dac0ef73819d 8af3babaea4ef50b5e19a81caebf56dfb1ed268e c991a7cc79de48592cee5a25abf0788fb0eaacb9 dd8d446286c884620aedac9af2a498a5e60d1aad f07f8f15edbffa13731c864ec9e2b3cb1a786213
55e0dc3565a09ea50166bc93e962548ff2c8b546,Merge pull request #1548 from deepseek-harness/codex/session-pending-interactions,3,00d4349eb4fd2e37e9a610f4dd2dad9024aecbc6 3a54694d28e9785134c4c60bbb96fc8e4883da27 e2049910d5326d69d93323540875b54c39e58d67
bcf595f41c1411fe68c3b2fb2f05eac74c59abdc,Merge pull request #1370 from deepseek-harness/codex/fix-headless-sigint,3,8ea88a589b4abaaf9ee81103058e5b9802221263 eaf5b879c6e45d555b695307c7629d84e54b83fa ef23b88ad4bcbd29b85f33836da583ea0b3c0445
3c436d781e8917a8b561469e86bdd997d7498d8b,Merge pull request #1065 from deepseek-harness/codex/webui-complex-perf-case,10,1cc59ae78eb42aa5bd5d7e0044788dd920081efa 6514a59d5de4e40444dc4529c54d64e3af50527f 7f0b8a7e87c11b39010e0e4e703ca3319e350d2e 8de33e42f7833194dec1b72530c1bcd184edfefb 9784d6c932fe20cd5fa50b51f621b32bb15da02f 9b91e5312ca02da82cb46358ce9717dd3e4cb7b0 a435aae538f908fd98b73d9a83041046a34edfd6 bf6cb38fbc1c63ee0124fbfbce0bf1193d9649b1 e53dcd56c7c59b2dbb646878b97df3f981d7c53f eb628f979bc75af173e8ee856c2c5a12375b4246
64f9a83bd6d0b8a5ec3e66717f71e27535f70e07,Merge pull request #1369 from deepseek-harness/codex/remove-dsh-tui-entrypoint,1,10bb9cbf4a22b5095bb9ff04d1425907af8f08af
7248b5ec8f8769f882f12fd521504fa48e97bcf3,Merge pull request #1376 from deepseek-harness/codex/node26-zstd-compat,1,ec4e130e31b8df5760f48fa95a2f169881fe32ef
05a76c3d980d9418fbf8622105091cc1eadc15a8,Merge pull request #1355 from deepseek-harness/codex/remove-invariants-shipped-config,1,414c310324b7700f8e9e29251a3164ade385a94a
49ede3ebf330262f1519917a4cc235846e2ab119,Merge pull request #1333 from deepseek-harness/codex/fix-subagent-catalog-padding,2,5baa86b97f7d0c207bc0dfab1ffabf5c3bba407b 6585847144db642bd89e8de8d0300172cc175817
ca9bf213b753594f9de1890eb0c2785825fa8ef5,Merge pull request #1037 from deepseek-harness/codex/fix-tui-diff-context-counts,4,4c8b47f3c6252b83f190218ef97b1dfd29d556c5 81ff2894ca63c1474d68829a4df98bf8b2c4f488 8d3635315738ac45d91fce35a32ab90e2687c090 e98cd522eef808f62f67dd21f656c523b654af69
8daca45712769d969062bf68d00f6147b34f39fa,Merge pull request #1150 from deepseek-harness/codex/fork-real-turn-tail,3,76547dfe0cc7b1db2b6cead44a7f7f2f78b53550 c5050f018e467a2f73a8e02f1bb9d976e8004402 d9a370e185d52291ae57959fb2ff2e9a373a5ed2
6a3caea2775a7375a2e9994cc1684c1dee66cf9e,Merge pull request #1160 from deepseek-harness/codex/subagent-token-metrics,2,57e2433f455b10b37f959de710bda4532fda3118 d5583210d4af98164e221900d70da0023116ed45
8e820bbbf51586a813650cf91514f3a56e7d793a,Merge pull request #1159 from deepseek-harness/codex/subagent-token-duration,8,0b0de64769a5a57294012ac03c3852be0103e4de 255cd90c6e04e3fd14ec54df4764106fbc1a1673 3a920be9c56c5cc653b64f09dafa095adcb6e546 a9ed7c2e9891f4e571f493e81547768f1f1ceb83 b30686d634a3fb3bc5f93f89ca10bfcd631b847c c183fae6f9827e20e1a5e09ea38bc91b3f0b5a76 c831c99981f280ca098b1883b9200f6b12d056c5 fdf83f2c3ebb5fc14689491e24a8737101e5ac36
baf133d134ef66f2cea262185976ea53ca89380b,Merge pull request #933 from deepseek-harness/codex/web-steer-support,9,3a9f78c55eba0d27971492c84f085649637d2365 53531b9af2a4cb84ab814aa7551fa1539c72f415 5b17d3bab5fc09eb7557554a9c9f6b3ebf513d03 7d08e43720f9a2f0e4123271ecbffe6d72721d96 955a12cca4921a36bacf856bcccc240073c13667 a31b3eb7b803fba22f15c4084e48fafdd04dca27 cf918fa05dc755f4166bba03de8a46866a846d4b d59ab5596eb9278c5ce7f123b0a8f024d89f4757 dffe955ed203b85c324fbf3ad77d1996b01e27b0
089f921663de013db428175693c178e9445d0724,Merge pull request #983 from deepseek-harness/codex/install-pnpm-stderr,1,83ae7046f2fc9e8ea953f392feffeb5fefa0391e
677f7bc5305c650d00ee8c6ce7e490fe48158528,Merge pull request #1147 from deepseek-harness/codex/todo-goal-queue-layout,2,6332b5b952d7a931fe4c69ec2547f1f214591972 cd121c636a554a2a07b6469cef0e8700d723787e
ab320ba99104b9c1b846f7a69fe525af1d69b18e,Merge pull request #1114 from deepseek-harness/codex/gui-subagents-navigation,66,03973cb074bbd8439182c503ada91e5e14a9b9e5 03d95d0d8499828a7719de159e6e082781097e60 130410bb98593ffc45d203c42049cb8c76f4bfc9 13631134aa422af1e670808e84892958d6b179d0 16ffd631153924ceab91763f391a71cd05fc906e 191c8cd64000658c3134776132225c71566eb814 19d034169e6b22d3e90ba9da4d082a9a021b669d 1aedb23ca608c07220186716e6ffd8af4e26ca07 1c30548068ad21384c65c758f05f51efef6cb9da 23680e838b60dbf57b03d97b4daa31cf0ba7d3ea 26a117f842c9cc87987963a2cd127b2c980e283c 2e5c439ecfc30e3f193c7e787393d43965c481b8 30b9d0464a0b66cb1a1190f62043db6a5eb519dd 357f317b4cddab70010a5c8e2d14b056489b5680 3911b7117ee9c55d1e0f5b7f747596b5ca143b91 4240c7dd7bf1872238f451358238a6b3967e6bc2 42d34473afa4d3a654d7ae4c450f8a8858578669 431fb4b03567eb95f33ac9877434f7a060b4c3cf 4435616a04c397a786aa8e177cebea098e6c2914 4bd98407a98d2c570508e3b1de588a8cb661383d 4d0a24d8ed13d081c662d500dab7fc28676dc55b 4e7a5f19cf6e7310f39b68bdfb65c0af1151c16c 5113b831e85466892306197c82b9be9b84136b29 53ae9abea2a5361f636c6369a7c6a650640e8673 542a01c40738d3211a45a2570e945c66019900be 55f86367adf11a3291e09a53f95117879ef59bb6 5d56019d22a51f4125c5f54003ebdb75395f2f11 5ef5feb01accdc6bb67a918afacf3e5b6b0e32e7 694b0783650d765449d82b37ca3900c904a11769 6a02570e8fb64eaacff0c7740541088cb6772ec9 72f8f4733532d5674eba06dd8e1d71882967477b 7428cdf41e8680d949ae173f3fd6f39b9107e56f 774ee34b9ad5b526c6fc221fad605cb364e06ff4 7b3920801b8b891d2b23240f16a92ae37703dc35 853f4d5cfbd7dd2cb54626556f8f6c80fae37e18 8a518e353b8f7206279367040d729b2039ecd17a 8b0a7a5d8ddbb6f8883296601f3c08e507d2b025 8bbae77ae6b917433b1032c7a9c28af5be6b9611 8c9cd4c15d5e7f5c8a7d6626a3ae8de592520661 8f3613c4b7d34f4c4ad482f0e73fe053effcb4aa 9a7be21b7f35b6fbb9d9f8331a61beb165418dac 9adfc576da0f81ae8c6117d5b976663f0872a24f 9cd3c57b751a7df6f4d97813186e7ccc139a5e9f 9d77a50c23a32242cc3c4058a1cd2df7b5d6a31d a1b3bebb61fe2f9cc1157496d5115476e7835ed9 a27492507d578348b1c2303121905ca89ca389f7 a91b20f6beacd4167d1bdc649e44e47eb86c712c a967f5174a0b81b2868d7ed2ca5e8435ba5c3f59 a977ef30eecc44f47156531f41bde257e7ae5075 ae6976cbbd6d4ac0dba8c90b7880045aa00ca388 b8be3583e07a8f5b0234b5148aae7a747d5fdcbe b94d2f9c1d80f35d051d05c831278ffb50974c14 bc504195df6e17aa2fd4816eea04c0bb0cfcb3fd c485b6136d6411c898a3b2e1fad8c559daf1140d c7acc8fc6cc2bdb27d9b6927b698d3362021a822 c8fbc111db8f731de4a509f684247dbc971106a4 ca1d838afc39904c61f474e66d6032377e70040d cbaceb73a98a6ef41c06d72a186f1911fb64c151 ceaef2c3d0b4fc8535d1e60bee4d04d976dbb67f d7153768f553fd79c28a9ea3ca07d7460687c167 d950150cdc1d58cd47afffc06db91636a5d4ae0d de6e572e51ffca97d52331595ae479fe0cb907e5 e63f22f2f1c63d2118c7f6f6eb59dd1d4e70be77 f0ab04273d536ccb3d26de1177a61db77b1239ea f4a65a34e63c7debf01957baea8973e57a591ddf fc59b63c8c4ab4fe797896cc5b4783d774034f7d
dabd50e067ec237521b4a7d0d095e358bb366cd6,Merge pull request #506 from deepseek-harness/codex/subagent-send-message-rfc,24,0821ceb03337f2d44a7023b1c0809c47e15afd41 0a95ad8cc03c1147990206b19e99e9a69b49077e 112e25bb054f49eabc97d6234a70599a4e94e4d7 189502e4ac65bffd86bcc42a69ee0fa6a936f605 1ab3cbf673b51f1634dd4dc01b48ade7cbc75ed6 264bc41a13cc24d66e1d5b2b275854b7f99331d5 3be7ca8664a120cb565891aeb3f6aa0fbdae681e 43151ed9c015058ad3484520733766ab7f048000 4eda48d002f3d9cab151aa5de8a2e2c09a41dbf8 52002791a47024589efd15745d8b7c886110dd9b 644bf00b86b054d9eb1689d2db86a6d42a6369ad 71570d7becc259365705868219163c23e14190ff 76ff841279a0669f7046c563bcdb352ddbcf24f9 88f913a9aeb3e84490e995510fe29696995166ed 99a778d63fe3d2df11a5e608a649021a09a6b1e9 9e5ae0d12e8582910a81a7e2fc2fb481670d3082 b5731dfdaf81d7b40796ca20a543d75a164ee318 bb6e6d6f3b832bcb17e213d4cc32c60f565985f6 bb8ea2be51a57bb4602dbb690c0cb0d29bb3bda8 ddab8b84c00af41c80524731ad8f351d914e309c e1f7eeeb955e00243a971cdd5fdc43546d44df17 efc47b6a760539d9ededccc51b00ff4cffe20a14 f14121a4c22af96eb9b15dc8a456e9a389ef6e47 fea31a012ddc171498ff775d4a867c71e2b21b58
40172b6e08822c410ab9030c09b0dcdbf96adce0,Merge pull request #1095 from deepseek-harness/codex/remove-scoped-bash,5,0c59e3e0892be3ffe5886b8c55e94fa0003bcee6 575e1217bb8b0aa77ac8263daefdd790c2898f54 84255e1d7157e8fd6c2becf8f230a198043dd08b c3e4aeca90b37cc515ae445152424a206e3e21ab ddda8be7367a16c3a232d5ddbd1b04c7307ad54c
e0053e22615ddbcfd709261a35d04f969eef9b85,Merge pull request #1097 from deepseek-harness/codex/goal-clear-single-flight,3,277c540a9235dd8d794473ee166cb63dda2d45ae 690ca800b47c1e319570014b99551b36c5e4b659 e73cdd6b7df3b80716a7d10b111f000a366cd037
9a3bdd599c6f90e82ff6a88f4ad931faadbe6277,Merge pull request #1099 from deepseek-harness/codex/hide-session-lineage-header,1,07b0efc49e3e10f0ac20164d6fa3ca0688ddb0ff
880203a738dbec1f545692a4c75b44f4f4c72ed0,Merge pull request #1100 from deepseek-harness/codex/web-stop-preserve-queue,1,32a0e871b7fd51ba79ecc42368c6ceea6f814081
fb9da7587c83039641609739121203e88508633e,Merge pull request #1098 from deepseek-harness/codex/refresh-translation-prompt-snapshot,1,f38d37be112ff9cf177eeb911b70965d61434cfd
0cdf78013b754ab909d12afab86639cafa75c6b7,Merge pull request #1087 from deepseek-harness/codex/experimental-cli-command-names,1,60a0bcd35820be8b462f71bd463cb7b4af640abf
d6853a667e2d5bae4e0b358204a49655fba5ed42,Merge pull request #971 from deepseek-harness/codex/node-env-proxy-launcher,1,7bcf5e3fb035613b369adac156beffb1a807aa09
a3905519fb89e6d443325c60229fa247c89d31f0,Merge pull request #1068 from deepseek-harness/codex/dsh-home-path,1,885f1ed1acb9a91fab8256e8d54e67995bc5a25e
f44bfd2cb8e99619ed43792dd68b8680b4dcfc7f,Merge pull request #1072 from deepseek-harness/codex/remove-cli-tui-wrappers,1,70597eefc421ba8e0fa03ccea5b211d0b8eebf8f
7e07d0179ddef59097d8c44d37ddfd24b5f274a9,Merge pull request #799 from deepseek-harness/codex/status-bar-token-metrics,38,00cc600b148dcb4a1862792a4c2a43e2ff9ecc12 032cd2f72dc5592ec976cfa3cd78c2aafbcb6041 0378a72431dcde1526630f0fac4a60adf0c845a9 03ca568246bff66a92f25f7d6313769338bbbfe5 06f161a8c6ae35db5e311b6355c8b855b25e3203 0dc0cc046b89295cf97c41c8a675bdb63edba22e 1fb1f00ec24ab7580286cc482d455dba7156e01e 2e68e086449b1884d2ae22005c4e156de00e5a85 344667cbf0c3dfd071a3f3a9ba0f32acc007f0ac 35b9c454e59643f23ff33c57ffb595e8c75d4075 3d6decedba498ac6966c6fd4e67d9af66435d7b5 47205cbb82f095dbcbd42506ca99c4b86c0c5e32 48192101426c815dede5a88d0dacf1be77988602 5340aedb8bdce3c36f9101dd48948c1976a6c70f 55b47657e55a6808275b7c96160414ed4ef6a1ff 669acedcadeb5890d72b7b4dbc67d07dba093dc5 6845e038a9274cf7569d1e390c65e1c0b10c8692 6d58953f30a49219b48f66431f4080e0be1c67b0 6f002007b08896a3641b3285d3bbeb42156a54b8 765b360e264bbc7f781b3050caa759f46cca0f7b 840e5eaa4062a44bba3e060fa8c23964fd4d1952 872cdfc774c53e8fef4f5fa682914d217cf3bdf4 8a8c1965d7538b356b906e16112f53ba2d4993e0 8de47601415517df190187c420ae2b528d470e77 901bd575e1786d1a8f7d12e54fdbf435c5ebf21a 9ca0241d5d113d4e6d575219df4550f9c0f39ddb 9e20f92925068919212c85bb26b3f176e9cfe03d be44f073e1f4363e0f92116f08a2f466df289054 bf618dabf96d9e2f3037fdc264a308100d7fd8c0 c2543de85b1b94e42f32d2cb3dcc6a4883545f17 c84ad45f26ad4105a27ce6c2e335a8ca5f386190 e37cb233362266acda5c6db3bbd6f2940b887abf e6ce6abd7d4b3747cf3f7610c836fc3435dc20bf ef12895cf1c82cf2e6d233924bfc9df03020df57 f66015455e1adab4d81c3175cf9347c5516ccd23 f817c62baaca2dacc018a0df7928d15534887583 fc6eb4e7a3598c1380f0dd7200f8a043fc9bb2a6 fdccc58cef4be50c46176026b4230e49852b522b
c263dcdd427bbb6cc9878e441c8eca8904511a31,Merge pull request #962 from deepseek-harness/codex/sandbox-policy-context,25,0135b34df7a0a55f19d4a4150fbd4805183c1d9b 129ded523c9c0ad52429c1f7948768c70cefb3b4 1a4349be880a7ea500636b6b05fe442e88d1e2b3 1a8621527c41e87e649c4d7c2e108f9a20385e26 1b59b3fc199f807b4cfd2b89e97761ecb2909f2f 1beb38554e62bf6c83b4b163c135b69c0f4ac38b 49a40bbd8d213d2c7123e9cc4441f9d40b5bba16 4a72beacf2fa917a2f0e5cb6f09dd2889a832121 598d0ea76921ceca019b932ce533722567ab6bdf 5dabddb164b1bbfac5279864b7bf0dbda45ecb43 7407c26bc1690cc084d72ccff68a967370bda943 87a4aaa32e95bbe3e7f77df1847a304b87ed5f6f 8b4cbe4293c4c28bb9662dd24ecad0e90f4684dd 9c32620e4b8fcb81a1714d7654c47e8398bf72d6 ad8ce3904be01fc4f8c11c28db23bc5c5efbd54b afe26c27abd6f1eafb16c88ab782a6e920b70868 bbba57159d581dd121d414edda55d80b8cf7a4d8 c01b64c3c100dff3e0c3003d5f24f39162955e4a d3323494ba30becd7aa82ec78d51cbf7bdb25064 da541c10a7d38bac5391e34079d64744e9a4c6d2 da72e61251ce2107c9f2b82e06526a31422ca76d e088cfa59d60479078480674678da3a5efb83ba8 e61054c4d1778843022478a8e84cd701079ab4e6 e6407477a719a7369cc469bd548180bf9d882f5f f9adc5a6a683bb1503656d9bbd52da6f3499da97
9e11f438f3d24452c18fc795cb14816f27fdc51b,Merge pull request #1035 from deepseek-harness/codex/web-default-search,6,1578b7b3246ff03ac68bc5655d48972ff6ab3d6a 2b2f109dcb3f6a6c02111f13d7532e885f915410 5759c287a2999cd28cad8207c44c7d585bc665ca 7091e0db74af2e703feebe395d846a6cf660d540 7ddbbe20950a545a34325f73c131874b14a702df 902926c7bb357cecbd483d26789fec76f04aa701
810a2a571c614f364e1ef136850e412f2e609fd1,Merge pull request #1022 from deepseek-harness/codex/compact-english-checkpoint,2,a43a0b5cffe1d96abbae4c24b8e8d4bc59d8fb98 ed49f1d985205d212aea2b67b160d638c2efda4b
e8626a2baa2e92509ffea52b6d4fa4ec2e6de705,Merge pull request #1044 from deepseek-harness/codex/fix-persistence-catalog-toc,2,d4a93cbc1a3d9a41fcacc81d8d71d1d2e36c227d db1765c90e491302929af0c1fa27b96b11d8a7e5
c0b2b20b2f4361b289121065bf29967033c6828c,Merge pull request #947 from deepseek-harness/codex/responsive-queue-panel,1,751b970997fe340340ae9a2176db2c46da159cc2
9525cc9db24d6832d951fa53a1e73e33c1277945,Merge pull request #1005 from deepseek-harness/codex/new-task,3,1986de9ac14d8eb5ae5b0d8c79341d9faa3e2369 72a73078260f5d7d3f8e7518b1095609c03dc51f 7da7d5784dd286457608dd1a854f76f5cbc0e530
f850676785ad62369cdef882c3ae68338b8a78db,Merge pull request #711 from deepseek-harness/codex/basic-session-search,19,0aa7f8c5cf6e682df87de52b24502b2036bc0761 0dc66d5b77b012230595f2022c45b416608686fe 222096e3cf50ea1fbe182f129caa96e942fa540d 30503c3b0308752d9f915e8af631d76a1fed754d 31215687f9e0a8eb390c1be26cb738e3555d01ef 40b68cd8d55a7ae57de4d3b87c3afc0dfa849b5d 43e81390a3c12e3137a2c3068beff87282815f0c 4727d742db2d94af2387393aed45d9426e17628d 5ccebb4741199c3f4c51704703f547d3eb61d36b 76e185dcb6ac69376ffc33e27cb9e55344aced3a 7786ff9657045736e60c2ef670955a987677f822 891e9035e7e792a8c13bb91fd3f4fab342b87600 8f9262edc3709caa286a8a5ea2dc0547aec45e6a a2d108838e2650161a5a6c43696a1f6263a5b9ae a8c28be1ba345bda3e8a90847ca992edcda0668e b10bcf2d442735d8be20c11974b7d896e692368b ba2925c7041bac2976c362c1a5bec379b2c0af3f bd42204e53d38af428c7c5985207dc91503a36bf c9729b501d42957ab01e6e6b6ddcebb28f0edc2d
ba10f2483265049bae23630182b9c0ad29fe2334,Merge pull request #970 from deepseek-harness/codex/queue-collapse,2,0a25c0d2371eb3ecc84545ae5241821e2f2961f1 5f87c7a89c75de19e852302e1202f7ea8c72274c
e6a621d17dd36bcd84a141b2aee95a33ca9c0e14,Merge pull request #968 from deepseek-harness/codex/figma-context-injection-row,1,17893c503edef94236f1a8c4923d51ca434ef6ae
c8658aa3d3070b19ab09580929f1e1fee5c9f893,Merge pull request #979 from deepseek-harness/codex/composer-dock-stacking,1,abf498b8dc12b973ff698ff1ef3191f36bad0fc4
aaf8fd07e09948dc2cebd83df47da63366136c36,Merge pull request #954 from deepseek-harness/codex/details-default-closed,1,4ef3e60d57a34d11a6be6a58b63e3f7b2509de37
e29a4d7083554f3f7d5a397c5e1435e54a719d9d,Merge pull request #844 from deepseek-harness/codex/experimental-plugin-group-note,4,276ebd9339a09680ee67cab574385530e1dc281a 2f3ac10da046036a36870e4bef1ed04f518580d5 b7dbb25c081b18543f7dc5b5cbb9aebeed4a4f51 ba31656258d1c1c4e2c5eaf75eb787e1674e665d
