hash,category,reason,matched_lines
9c1048f2b599ce3e3e8fa127a45237715e61a138,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Honor an already-aborted request signal in the subagent driver (Codex review round 2)
b82c310db391df7ac60e1889983d5ccc24e747e2,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Fix subagent in-process result scoping (Codex review round 1)
25eccdaedcfc918a32a30592219871a807f1e8a6,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Address four findings from the first Codex review round:
66e56bd395bd27ebfa1090068a442963562505cb,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review of PR #88 found three issues in the example-app extraction:
b0422f2a50b68fcd9ac3b7fdc8b8fea852201d79,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review of the trace-event fold found two merge-blockers.
5f9d10c58793de43dcc208d80d04a3fd0bc622ea,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review of the PR2 diff caught doc/comment sites doc-sync does not gate
584349f881336675ec4518a07272c0c458dc6c09,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review of the PR1 diff surfaced docs/cleanup drift:
bf3cfe84c3e481808ef678eaa40b95c48cfae4c5,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,docs(rfc): fix Codex review findings on branded-IDs RFC
d324b06e7403b64e5f6b649a3d2cb40265a32a9e,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,docs: fix Codex review findings on the cordis catalog
be6cf4510bd3686b036f56f409d0dc923c50a448,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,test(tool-bash): make the notice fake's agentId differ from its session token (Codex review)
5a5b7d19c3580af94025709995e3f0d816c315ee,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(agent): contain a throwing agent/disposed listener in the register disposer (Codex review)
9ee22bc6f69c9912c327c4cafbdd55e3d04c0823,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(agent): don't resolve whenIdle() early on pre-step cancel + requeue (Codex review)
3d67a982919bb18f1a8b860d1dc4291cfa36a728,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(session-persistence-jsonl): make loadLive cwd-scope-exact (Codex review)
31af23b4fe22d4288067dcf8eba12aa2c93a1c90,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,docs(session): fix stale sidecar/migration references (Codex review)
4f291953eab2ca4540fd4ec66773a0c192d0f8f7,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Round 1 of Codex review on the extraction PR.
9caaa6c95e3db3ba40e82595771ad664f2bdffc2,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Plan converged with Codex (gpt-5.5:xhigh) over 3 review rounds.
76fceae5b361a198af222374eedcbdb26670a474,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Also hardens runScenario teardown (Codex review): workspace seeding and spawn
81d434896da39babaaeba16631531cbedef57f24,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"Incorporates Codex review: record-fixture writeback, failure-safe teardown,"
c182543dd51a196d4c021593624a5e4075550c71,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Hardens against a Codex review finding: a derived group is only valid if it
4a3f3af296212d7275fbb5f80e37c3b1428c4551,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Address Claude review follow-ups
bef93865914d4c655bf21aee73ca6b19ad8c6209,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Captures the design choices hardened in a Codex (xhigh) review: record at the
ede9c1bb155e6786bbd7cfdbdc8a4d04a287636b,merge_context,分支合并命名或合并上下文，排除独立评审计数,Merging after clean merge from master + clean Codex CLI review. Reclassifies 4 non-vendor TODOs that were tagged too aggressively:
9f6b96c55506648bf4e9d7233fefe72db2010c6c,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex + an independent review pass found three real defects in the prior commit:
8a92338d2f25b2615e9632d4de8af0416e674a58,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(acp): address Codex review of the tool-call UI seam
2cb38661263cd808026b1547426af7a9be1b10b7,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex CLI review flagged 2 READMEs still referencing old TODO markers
7c168fca34f88ca95aa06cc5e441fb24ec0b4350,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"fix(acp): address Codex review — strict ctx.get, correct fiber-ownership doc + test"
27f5f84e3bfde84688f361aefaaa5c7d8489b1f4,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,docs: address Codex review of the RFC reorg
5f6ccf91ecf659c3acaf91c11da6ebe64dad49e0,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"Codex adversarial review flagged that ""guidance not authority"" over-rotated:"
ffc107aa57b2c8979b7bf2d0d264dc52b3121c2b,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,stale (Codex review):
8e6fd91e15fc9d8380cf535988bfef00dcef48ef,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review follow-up:
bcfff6f1ee47990a1609d517280a18ea21f35fe1,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Codex review of PR1 found a semantically-identical stale claim outside the
7a39616a06731b6a61e861494e3169511d87a344,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,"Codex review flagged this as a latent risk; event names live in code, never in"
7b07b70750bbf7bed3410e1e58a9db57c8896166,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,test: address Codex review of property tests (PR 3)
89e63f143612fe4ee9bfa5efa5b9d32027af5b0a,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(invariants): address Codex review of dev invariants (PR 2)
11f85b4f88e62bbf066c77ff0f064be159e0fdf5,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,fix(tools): address Codex review of arg validation (PR 1)
39b3db4b9cc3668cf4ce285f8d262978fe720efc,product_or_ambiguous,评审对象或产品功能涉及 Codex/Claude，不能确认评审者是 AI,"- Add a committed dsh-code-review skill under .agents/skills, exposed to Claude"
ef45ca823a303c4e2546c4627d2e08fb76742cde,explicit_ai_review_reference,提交信息明确将评审或发现归于 Codex/Claude；仅证明记录了 AI 评审参与，不判为 AI 编码,Fix schema-DSL findings from the second Codex review
