hash,parents,parent_count,subject,category,conflicts_block,message
21b93a45682464aaa64c0425fa2733131247191f,b4366e711d634290101b6b82deafac405e3de3b1 21d2433d973a8a5e57e13307c92160805a4f1578,2,Merge commit '61e35fb8ebb2fd8b68ed0c64f586602bb825bd06' into codex/installable-product-subagents,指定提交标题,True,"Merge commit '61e35fb8ebb2fd8b68ed0c64f586602bb825bd06' into codex/installable-product-subagents

# Conflicts:
#	.agents/notes/implemented/architecture/2026-08-10-product-subagent-providers-in-shared-host.i18n.yaml
#	.agents/notes/implemented/architecture/2026-08-10-product-subagent-providers-in-shared-host.md
#	.agents/notes/implemented/architecture/2026-08-10-product-subagent-providers-in-shared-host.zh.md
#	.agents/notes/implemented/feature/2026-08-04-claude-code-and-codex-subagent-backends.i18n.yaml
#	.agents/notes/implemented/feature/2026-08-04-claude-code-and-codex-subagent-backends.md
#	.agents/notes/implemented/feature/2026-08-04-claude-code-and-codex-subagent-backends.zh.md
#	apps/cli/config/agent-presets/code/agent.cordis.yml
#	apps/cli/config/agent-presets/cordis/agent.cordis.yml
#	apps/cli/config/agent-presets/cordis/skills/editing-cordis-compositions/SKILL.md
#	apps/cli/config/agent-presets/standard/agent.cordis.yml
#	apps/cli/tests/web-agent-presets.e2e.ts
#	examples/acp-agent/tests/fixtures/subagent/subagent-claude-code/cordis.yml
#	examples/acp-agent/tests/fixtures/subagent/subagent-claude-code/driver.ts
#	packages/bundle/base/README.i18n.yaml
#	packages/bundle/base/README.md
#	packages/bundle/base/README.zh.md
#	packages/subagent/subagent-claude-code/README.i18n.yaml
#	packages/subagent/subagent-claude-code/README.md
#	packages/subagent/subagent-claude-code/README.zh.md
#	packages/subagent/subagent-claude-code/tests/loader-composition.e2e.ts
"
9b0f6f9017f94b3e93c15825eec8e627c8a4962f,188b60f208f72fbc178f5b4fb04d9bc970c9a9fe 39ada2e76306744fa33b85100b4ea248525165c8,2,Merge remote-tracking branch 'origin/master' into worktree/web-file-session-references,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/web-file-session-references

# Conflicts:
#	.agents/notes/implemented/architecture/2026-07-25-web-command-surfaces-and-assembly.i18n.yaml
#	.agents/notes/implemented/architecture/2026-07-25-web-command-surfaces-and-assembly.md
#	.agents/notes/implemented/architecture/2026-07-25-web-command-surfaces-and-assembly.zh.md
#	.agents/notes/implemented/feature/2026-07-21-cross-session-references.i18n.yaml
#	.agents/notes/implemented/feature/2026-07-21-cross-session-references.md
#	.agents/notes/implemented/feature/2026-07-21-cross-session-references.zh.md
#	.agents/notes/implemented/feature/2026-07-27-web-subagent-conversations.i18n.yaml
#	apps/cli/config/web.cordis.yml
#	apps/cli/package.json
#	apps/web/tests/scaffold.ts
#	docs/capability-seams.md
#	docs/config-catalog.md
#	docs/cordis-catalog/services.md
#	docs/event-producer-consumer.md
#	docs/module-graph.md
#	packages/client/connection/src/client/api.ts
#	packages/client/connection/src/client/fixture.ts
#	packages/client/connection/src/client/index.ts
#	packages/client/runtime/src/client/contract/session.ts
#	packages/client/runtime/src/client/sessions/session.ts
#	packages/client/runtime/tests/session.client.spec.ts
#	packages/client/ui-conversation/README.i18n.yaml
#	packages/client/ui-conversation/README.md
#	packages/client/ui-conversation/README.zh.md
#	packages/client/ui-conversation/src/client/chat/ChatView.tsx
#	packages/client/ui-conversation/src/client/chat/MessageItem.tsx
#	packages/client/ui-conversation/src/client/chat/chat-flow.ts
#	packages/client/ui-conversation/src/client/input/facade.ts
#	packages/client/ui-conversation/src/client/input/hub.ts
#	packages/client/ui-conversation/tests/apply-inject.client.spec.tsx
#	packages/client/ui-conversation/tests/chat-branch-tails.client.spec.tsx
#	packages/client/ui-conversation/tests/chat-view.client.spec.tsx
#	packages/client/ui-conversation/tests/input-bar.client.spec.tsx
#	packages/client/ui-conversation/tests/input-matrix.client.spec.tsx
#	packages/client/ui-conversation/tests/input-scenarios.client.spec.tsx
#	packages/client/ui-conversation/tests/skeleton.client.spec.tsx
#	packages/client/ui-input-trigger/package.json
#	packages/client/ui-input-trigger/src/types.ts
#	packages/client/ui-jobs/README.i18n.yaml
#	packages/client/ui-slash/README.md
#	packages/client/ui-slash/README.zh.md
#	packages/client/ui-subagent/README.i18n.yaml
#	packages/client/ui-subagent/README.md
#	packages/client/ui-subagent/README.zh.md
#	packages/client/ui-subagent/package.json
#	packages/client/ui-subagent/src/client/index.ts
#	packages/client/ui-subagent/tests/browser-plugin.client.spec.ts
#	packages/client/ui-subagent/tsconfig.json
#	packages/context/session-reference/README.i18n.yaml
#	packages/context/session-reference/README.md
#	packages/context/session-reference/README.zh.md
#	packages/cordis/tool-cordis/src/api-catalog.ts
#	packages/core/session/README.i18n.yaml
#	packages/core/session/README.zh.md
#	packages/host/apiproxy/README.i18n.yaml
#	packages/host/apiproxy/README.md
#	packages/host/apiproxy/README.zh.md
#	packages/host/apiproxy/src/api-proxy.ts
#	packages/host/apiproxy/src/api/index.ts
#	packages/host/apiproxy/src/api/rpc-map.ts
#	packages/host/apiproxy/src/api/rpc.schema.ts
#	packages/host/apiproxy/src/api/rpc.ts
#	packages/host/apiproxy/src/api/sessions.ts
#	packages/host/apiproxy/src/fetch/client.ts
#	packages/host/apiproxy/src/fetch/handler.ts
#	packages/host/apiproxy/src/index.ts
#	packages/host/apiproxy/tests/client-handler.spec.ts
#	packages/host/apiproxy/tsconfig.json
#	pnpm-lock.yaml
#	scripts/gen-cordis-catalog.ts
#	scripts/gen-doc-graphs.ts
#	scripts/verify-package-readme-model-experience.ts
#	tsconfig.base.json
#	tsconfig.client.json
#	vitest.config.ts
"
468c62518dac8702571ecf8be13bda8945fc472c,06e01b30dd33950eee3adf7be59989a496f45f33 39ada2e76306744fa33b85100b4ea248525165c8,2,Merge remote-tracking branch 'origin/master' into feat/plugin-owned-settings-surface,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feat/plugin-owned-settings-surface

# Conflicts:
#	packages/client/ui-input-trigger/README.i18n.yaml
#	packages/client/ui-settings-plugins/src/client/ConfigurablePluginsTab.tsx
#	packages/client/ui-settings-plugins/src/client/index.ts
#	packages/client/ui-settings-plugins/src/client/tab-store.ts
#	packages/client/ui-settings-plugins/tests/apply.client.spec.ts
#	packages/client/ui-settings-plugins/tests/section.client.spec.tsx
#	packages/client/ui-settings-plugins/tests/stores.client.spec.ts
#	packages/host/apiproxy/src/api-proxy.ts
#	packages/host/apiproxy/tests/api-proxy-config.spec.ts
"
22152e39be8865b4590ddd3d7e13be738f3d1f14,d1629eed45062dd7b1de73e1f0dd51452733d6a8 fc4405723fadddae3a301e33f30c2b1eb6769723,2,Merge commit 'f2685aa648d9d7239ae553ff42f3811ced59d393' into codex/installable-product-subagents,指定提交标题,True,"Merge commit 'f2685aa648d9d7239ae553ff42f3811ced59d393' into codex/installable-product-subagents

# Conflicts:
#	.agents/notes/implemented/architecture/2026-08-05-profile-plugin-bundles.i18n.yaml
#	.agents/notes/implemented/architecture/2026-08-05-profile-plugin-bundles.zh.md
#	.agents/notes/implemented/simplification/2026-08-12-production-dsh-excludes-product-subagent-providers.i18n.yaml
#	.agents/notes/implemented/simplification/2026-08-12-production-dsh-excludes-product-subagent-providers.md
#	.agents/notes/implemented/simplification/2026-08-12-production-dsh-excludes-product-subagent-providers.zh.md
#	apps/cli/composition.md
#	apps/cli/tests/web-agent-presets.e2e.ts
#	docs/module-graph.i18n.yaml
#	docs/module-graph.md
#	docs/module-graph.zh.md
#	packages/bundle/base/README.i18n.yaml
#	packages/bundle/base/README.zh.md
#	packages/bundle/base/package.json
#	packages/subagent/subagent-claude-code/package.json
#	packages/subagent/subagent-codex/package.json
#	pnpm-lock.yaml
"
ad34a89472abe394467180f6161bcc5427e962ed,caf7d48f88fb9768c7c8a0a4b7f3ed2bc581b3bd c1ae45809074bbde22bc965178a93800e57985a4,2,Merge commit '5ae8c6487ad9556b8793b890a4fe5ece24c55805' into codex/product-subagent-one-shot-background,指定提交标题,True,"Merge commit '5ae8c6487ad9556b8793b890a4fe5ece24c55805' into codex/product-subagent-one-shot-background

# Conflicts:
#	packages/subagent/subagent-codex/README.i18n.yaml
#	packages/subagent/subagent-codex/README.zh.md
#	packages/subagent/tool-subagent/tests/tool-subagent.spec.ts
"
715bcce73901876824d2889fb0bfda601aa1a945,486c87238130e87cb1e0cc5905ed02268eef50e3 30834615242a4c8d853f3923233163d88d33d2e7,2,Merge remote-tracking branch 'origin/master' into docs/readme-human-polish-2,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into docs/readme-human-polish-2

# Conflicts:
#	apps/cli/README.i18n.yaml
#	apps/cli/README.zh.md
#	packages/core/tools/README.i18n.yaml
#	packages/core/tools/README.zh.md
#	python/sdk/README.i18n.yaml
#	python/sdk/README.zh.md
#	scripts/snapshots/translation-prompt-v4/request-response.expected.json
"
3bcc1a0bf791d5d1368640d4453a4418b715f2e1,ece86450804ef4343a9db400445b82a7ccc68290 30834615242a4c8d853f3923233163d88d33d2e7,2,Merge remote-tracking branch 'origin/master' into worktree/minimal-no-runtime-context,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/minimal-no-runtime-context

# Conflicts:
#	packages/core/system-prompt/README.i18n.yaml
#	packages/core/system-prompt/README.md
#	packages/core/system-prompt/README.zh.md
#	packages/examples/agent-spine-demo/README.i18n.yaml
#	packages/examples/agent-spine-demo/README.md
#	packages/examples/agent-spine-demo/README.zh.md
#	packages/self-modification/tool-cordis/src/api-catalog.ts
"
a135df8be67727b8bb28872599e320346a19f192,63fecf2534c02e3c13f73c0567e593db1deca1e9 30834615242a4c8d853f3923233163d88d33d2e7,2,Merge remote-tracking branch 'origin/master' into fix/run-code-description-contract,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into fix/run-code-description-contract

# Conflicts:
#	examples/headless-agent/tests/snapshots/advanced-toolchain/session.1.jsonl
#	examples/headless-agent/tests/snapshots/advanced-toolchain/session.2.jsonl
#	examples/headless-agent/tests/snapshots/advanced-toolchain/session.jsonl
"
50c010d1b8a97157081d0caf8affefe6c953aed3,0233b8b26b99285e03ea2bb8f0b47ca7dd965f3d eb1c67eb6fe4455d878479ee0bf2290e3a134d81,2,Merge origin/master into naming note stack,其他标题,True,"Merge origin/master into naming note stack

# Conflicts:
#	.agents/notes/proposed/architecture/2026-08-11-repository-naming-contract-and-rename-ledger.i18n.yaml
"
68e1d5a58781a7838560e1e979298fae994bd95f,3ef05f8a8524dc1dc754f4d0bd7d343f520c2d27 57abe62a83e02e5965b7218c99b7ccca4dacc24c,2,Merge remote-tracking branch 'origin/master' into dshw/pr-2423,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into dshw/pr-2423

# Conflicts:
#	packages/client/ui-sidebar/src/client/SidebarRoot.tsx
"
06e01b30dd33950eee3adf7be59989a496f45f33,fdb1c47896071d216b6a67265a1e2b4ed4035668 c4e24071d6c5eebc483cf1260726c92d521d01a9,2,Merge remote-tracking branch 'origin/master' into feat/plugin-owned-settings-surface,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feat/plugin-owned-settings-surface

# Conflicts:
#	packages/client/ui-plugin-config/README.i18n.yaml
#	packages/client/ui-plugin-config/README.md
#	packages/client/ui-plugin-config/README.zh.md
#	packages/client/ui-plugin-config/src/client/PluginConfigSection.tsx
#	packages/client/ui-plugin-config/src/client/index.ts
#	packages/client/ui-plugin-config/tests/apply.client.spec.ts
#	packages/client/ui-plugin-config/tests/section.client.spec.tsx
"
b3e2de873dd56f681df719cdfa826e1b2eeccd41,d322206246dec8d210ee6210a148ef9d8305d0bf 66c6059ca8f3e28d7b1796bdd14314dc816812fe,2,Merge master into worktree/fix-1463-rich-content-bridge,其他标题,True,"Merge master into worktree/fix-1463-rich-content-bridge

# Conflicts:
#	.agents/notes/implemented/feature/2026-07-20-code-mode-typed-tool-returns.i18n.yaml
#	.agents/notes/implemented/feature/2026-07-20-code-mode-typed-tool-returns.zh.md
#	.agents/notes/implemented/feature/2026-07-22-web-multimodal-image-input-and-durable-attachments.i18n.yaml
#	.agents/notes/implemented/feature/2026-07-22-web-multimodal-image-input-and-durable-attachments.zh.md
#	.agents/notes/implemented/feature/2026-08-10-telemetry-default-off.i18n.yaml
#	.agents/notes/implemented/feature/2026-08-10-telemetry-default-off.md
#	.agents/notes/implemented/feature/2026-08-10-telemetry-default-off.zh.md
#	.agents/notes/implemented/simplification/2026-07-23-acp-automation-only-protocol.i18n.yaml
#	.agents/notes/implemented/simplification/2026-07-23-acp-automation-only-protocol.zh.md
#	apps/web/tests/scaffold.ts
"
9fecbd86d77c104cc79c567a7168a0515cf45616,4cf285c26e0d8624cd3e0e911794843022f7eb1a 66c6059ca8f3e28d7b1796bdd14314dc816812fe,2,Merge remote-tracking branch 'origin/master' into feat/plugin-owned-settings-surface,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feat/plugin-owned-settings-surface

# Conflicts:
#	docs/architecture.i18n.yaml
#	docs/architecture.md
#	docs/architecture.zh.md
"
4cf285c26e0d8624cd3e0e911794843022f7eb1a,4366528a382694971397a7aebf51bc0d63d80f7e 737c4330365f462f92af8d30d59e154e372c9d6b,2,Merge remote-tracking branch 'origin/master' into feat/plugin-owned-settings-surface,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feat/plugin-owned-settings-surface

# Conflicts:
#	packages/host/apiproxy/README.i18n.yaml
#	packages/host/apiproxy/README.zh.md
"
3c6b6837a590e1c928da16aa73d52eb455832bf2,bbc75b38b2c6c4ce65658441d67e0669b4d98c47 185a1f7da3b042319a8ef3fb0aca48a08ca78ae6,2,Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading

# Conflicts:
#	.agents/notes/implemented/feature/2026-07-23-session-telemetry-otel-revival.i18n.yaml
#	.agents/notes/implemented/feature/2026-07-23-session-telemetry-otel-revival.zh.md
#	.agents/notes/implemented/feature/2026-07-31-web-telemetry-default-mount.i18n.yaml
#	.agents/notes/implemented/feature/2026-07-31-web-telemetry-default-mount.zh.md
#	README.i18n.yaml
#	README.zh.md
#	apps/cli/reference/README.i18n.yaml
#	apps/cli/reference/README.zh.md
#	scripts/snapshots/translation-prompt-v4/request-response.expected.json
"
0dded8e7e99416143bf54ce44c5f8981963cbd6e,0dfca0ba219dbf409d047c9ce6c131fe959d0443,1,fix(snapshot): regenerate translation-prompt-v4 snapshot with updated telemetry text,非合并,False,"fix(snapshot): regenerate translation-prompt-v4 snapshot with updated telemetry text

The merge conflict resolution kept the master-side snapshot which had
the old DSH_TELEMETRY_DISABLED=1 text. Regenerated to match the current
README.md which uses DSH_TELEMETRY_MODE=FEEDBACK_ONLY/FULL.
"
bbc75b38b2c6c4ce65658441d67e0669b4d98c47,ef2b2f31780aa64ff49ffccf642cc58c8fc6090d 372b0a12ca9aec2189b0004ed706d32e94feb805,2,Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading

# Conflicts:
#	.agents/notes/implemented/architecture/2026-07-10-single-file-executable-sdk-runtime-distribution.i18n.yaml
#	.agents/notes/implemented/architecture/2026-07-10-single-file-executable-sdk-runtime-distribution.zh.md
"
93b400a1dea601a9269f87b88a4adb0354612741,b86c2f351ce6d1c5446c10979d8c88b67d474fe3 797b4f096f394770ae78ae2b1533eac1e3bac866,2,Merge branch 'codex/disable-telemetry-default' into master,本地分支标题,False,"Merge branch 'codex/disable-telemetry-default' into master

Resolved conflicts:
- packages/client/ui-settings-general/README.md, README.zh.md: kept PR
  opt-in telemetry description (DSH_TELEMETRY_MODE)
- scripts/snapshots/translation-prompt-v4: kept master's newer README
  structure snapshot
- i18n.yaml pairing records: resolved per file state
- pnpm-lock.yaml: regenerated
- Modify/delete conflicts (scaffold/telemetry, sdk-follow-up-capabilities):
  kept master deletions
"
7325036d50bb3d554fadd303655a0a060faf66e9,947798948ec1e3b6e566f34d0f84373fde211391 797b4f096f394770ae78ae2b1533eac1e3bac866,2,Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading

# Conflicts:
#	docs/subsystems/feedback.i18n.yaml
#	docs/subsystems/feedback.zh.md
"
947798948ec1e3b6e566f34d0f84373fde211391,ce883ffea3d52a21dbd17c33a0bcd5c694f47332 aebd7b99e4768d17a0da369e0068b153f2f87412,2,Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading

# Conflicts:
#	.agents/notes/implemented/architecture/2026-08-03-pi-ai-declared-provider-catalog.i18n.yaml
#	.agents/notes/implemented/architecture/2026-08-03-pi-ai-declared-provider-catalog.zh.md
#	packages/llm/llm-pi-ai/README.i18n.yaml
#	packages/llm/llm-pi-ai/README.zh.md
"
ce883ffea3d52a21dbd17c33a0bcd5c694f47332,0a8c9fb1f98f19a1acdc92ef505af3ca4ef4aae9 63a6c4c8990bf6c0e58dc6d88ebf3108f294a209,2,Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading

# Conflicts:
#	.agents/notes/implemented/architecture/2026-06-20-generic-long-running-tool-runtime.i18n.yaml
#	.agents/notes/implemented/architecture/2026-06-20-generic-long-running-tool-runtime.zh.md
#	README.i18n.yaml
#	README.zh.md
#	scripts/snapshots/translation-prompt-v4/request-response.expected.json
"
19c48b2ae3aa2881c5381fc09a491da129e1be6b,964b1dde520c98ede62182ebd3530870dea41f11 0906607feb3b31cc9f27b6f9d5ef41c6a91bf364,2,Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading

# Conflicts:
#	packages/client/ui-models/README.i18n.yaml
#	packages/client/ui-models/README.zh.md
"
e0a83884aca910cb483b564fcdcb036f0c6fafb5,06891c762887c6ff55b81f95ea1525169e13918a 76805df26e59fd4ba695b47df8eadfd486e2daba,2,Merge remote-tracking branch 'origin/master' into fix/windows-native-ci-local-validation,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into fix/windows-native-ci-local-validation

# Conflicts:
#	packages/client/ui-trajectory/tests/client-bundle.client.spec.ts
"
8d51ee9b970b4ddb3eec53bc373c8b7c5867c45f,92f86345db3a4ef76d11740e2475e36cbe51299a 15c84cdc4bf475a0c54801caf43b4607f8498633,2,Merge remote-tracking branch 'origin/master' into worktree/python-pypi-release-prep,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/python-pypi-release-prep

# Conflicts:
#	docs/user/guide/python-sdk.i18n.yaml
#	docs/user/guide/python-sdk.md
#	docs/user/guide/python-sdk.zh.md
#	python/sdk/README.i18n.yaml
#	python/sdk/README.md
#	python/sdk/README.zh.md
"
ab140cd299fd9791c182b9024ae657d7c3718aef,4806d94715fca596f7726a1c717d13808d3a3c0a d5ec13bdd9b8ffc9610e80cefbc9d23bc739836d,2,Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into docs/post-v3-release-proofreading

# Conflicts:
#	.agents/notes/implemented/feature/2026-07-20-dsh-cli-personal-config.i18n.yaml
#	.agents/notes/implemented/feature/2026-07-20-dsh-cli-personal-config.zh.md
#	.agents/notes/implemented/feature/2026-07-25-session-list-browsing-and-manual-order.i18n.yaml
#	.agents/notes/implemented/feature/2026-07-25-session-list-browsing-and-manual-order.zh.md
#	.agents/notes/implemented/feature/2026-07-25-workspace-ui-product-flow.i18n.yaml
#	.agents/notes/implemented/feature/2026-07-25-workspace-ui-product-flow.zh.md
#	.agents/notes/implemented/feature/2026-07-26-code-dispatch-ui-foundation.i18n.yaml
#	.agents/notes/implemented/feature/2026-07-26-code-dispatch-ui-foundation.zh.md
#	docs/user/develop/basic/index.i18n.yaml
#	docs/user/develop/basic/index.zh.md
#	docs/user/guide/config.i18n.yaml
#	docs/user/guide/config.zh.md
#	docs/user/guide/providers.i18n.yaml
#	docs/user/guide/providers.zh.md
#	packages/bundle/base/README.i18n.yaml
#	packages/bundle/base/README.zh.md
#	packages/host/apiproxy/README.i18n.yaml
#	packages/host/apiproxy/README.zh.md
"
3a0baa1e9db514fbe9aa6728004e803a7bcae11f,f7e45ae37753a3a46464a1acc32c1a9331a13b34 82d21ab3c317d92627f397efd0627ca65269b831,2,Merge remote-tracking branch 'origin/master' into dshw/pr-2250,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into dshw/pr-2250

# Conflicts:
#	packages/client/connection/tests/fake-api.client.ts
#	packages/client/runtime/tests/manager.client.spec.ts
#	packages/client/runtime/tests/workspaces-service.client.spec.ts
#	packages/host/apiproxy/tests/rpc-schemas.spec.ts
"
e3ac9e85e57c313bff53397f09bcc6a58a46af01,fe09a45fcaa3b0785635b4fc68ae4b04db4368e8 564a853a04f4cd8b69f9ff10657b563ac1192b5e,2,Merge commit '5a0d28e200d89dca2b8004d9cd624629a1409a3f' into codex/bounded-background-tasks-v2,指定提交标题,True,"Merge commit '5a0d28e200d89dca2b8004d9cd624629a1409a3f' into codex/bounded-background-tasks-v2

# Conflicts:
#	.agents/notes/implemented/architecture/2026-06-20-generic-long-running-tool-runtime.i18n.yaml
#	.agents/notes/implemented/architecture/2026-06-20-generic-long-running-tool-runtime.md
#	.agents/notes/implemented/architecture/2026-06-20-generic-long-running-tool-runtime.zh.md
"
0fdb1c944fbbe4eafc2e0d39ff98482ca81ae9ac,5867c00fafa3b0a5c0d8f1c68a722b5ca41c1685 73a59bf60f0d16e7e8d111716fa7da3bb26e03f9,2,Merge remote-tracking branch 'origin/master' into feat/web-message-feedback-ui,远端跟踪分支标题,False,"Merge remote-tracking branch 'origin/master' into feat/web-message-feedback-ui

Resolve additive conflicts in the api-remotes client assembly by keeping
both the message-feedback remote mount and master's forwarded-event
allowlist, and regenerate the module graph.
"
ccb3e4aaac0ddbb2bc63ee64d0e86fed01cc8af4,32744c2b5cb2b3abf27c0b384a7ac3d2bfb204bf 8a292484251f0f9b385fbdb4fdabd4f5d6818e7f,2,Merge remote-tracking branch 'origin/master' into feat/loader-entry-disabled-interpolation,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feat/loader-entry-disabled-interpolation

# Conflicts:
#	scripts/verify-cordis-config.ts

"
7583778fbdac7e85287f339b95a1e6233a54df83,3e131befb5c088d4fd4168c983f95ca1c4cd7304 9dc4af386d7270ed03c1819f8c994053832fedcc,2,Merge branch 'worktree/schedule-conversational-after' into worktree/schedule-explicit-at,本地分支标题,True,"Merge branch 'worktree/schedule-conversational-after' into worktree/schedule-explicit-at

# Conflicts:
#	packages/client/runtime/README.i18n.yaml
#	packages/client/runtime/README.md
#	packages/client/runtime/README.zh.md
"
5f64b6815c5259c2f971415813165846133ea83a,4e74c2e056d6544750196f7d0183891185ca9b9f f123fb280f56be6a66c6519c772ab58181f3c129,2,Merge remote-tracking branch 'origin/master' into worktree/schedule-conversational-after,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/schedule-conversational-after

# Conflicts:
#	docs/event-producer-consumer.i18n.yaml
#	docs/event-producer-consumer.md
#	docs/event-producer-consumer.zh.md
"
b9e6113af0b0d2343f971b4ba3043696588ef2aa,6a95fdc4242acfb76813bf3bcac1fd4c5aa598e5 f123fb280f56be6a66c6519c772ab58181f3c129,2,Merge remote-tracking branch 'origin/master' into worktree/multimodal-ui,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/multimodal-ui

# Conflicts:
#	docs/module-graph.i18n.yaml
#	docs/module-graph.md
#	docs/module-graph.zh.md
"
c8d1dc6f06387ddbc9c67260e872fee3074f9b3a,585fe9745bff3792c71cd58b0e94d39ba74f8c64 d73ffc272df13d3293ca4b922b380ee85d9fe883,2,Merge remote-tracking branch 'origin/master' into worktree/python-pypi-release-prep,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/python-pypi-release-prep

# Conflicts:
#	scripts/rescope-vendor.ts
"
25329fcb79bb263cbe93f020798b6f3d50988f58,ad1d690dd4744d4f63db665e8070d6f09650728b 8e1c1faaad439254a269dfa472a595cfd13ddb0f,2,Merge remote-tracking branch 'origin/master' into feat/loader-entry-disabled-interpolation,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feat/loader-entry-disabled-interpolation

# Conflicts:
#	vendor/README.md
#	vendor/loader/src/config/entry.ts
"
7df8bad6a042c2dd7f20c305e101c67a168d4ff1,5931afaf87f4db69bc15a6220efacdf9e8e2587a 8e1c1faaad439254a269dfa472a595cfd13ddb0f,2,merge(master): checkpoint post-review base movement,其他标题,False,"merge(master): checkpoint post-review base movement

Master advanced from e03b51d7db to ee223e6545 after bot-thread resolution and the PR-body policy fix. Merge-forward preserves the reviewed issue commits and explicit checkpoint history instead of rewriting the branch.

The only textual conflict was the generated translation-pairing record for docs/config-catalog. Regenerate the English catalog from the combined source tree and re-record the bilingual hashes so current-master command-line changes and this PR's compression configuration coexist.

Verified with pnpm run verify-config-catalog, pnpm run verify-translation-pairing docs/config-catalog.md, and git diff --cached --check.
"
ed4b27e1afa4032a942f8df8f6125c4f37079ecf,dd65c9557da838ccb0110d2bcbe9a220b5e50457 2d2b89825e6c0ea4be96c408e35742659d1ef1aa,2,Merge remote-tracking branch 'upstream/master' into feat/produced-files-folder,远端跟踪分支标题,True,"Merge remote-tracking branch 'upstream/master' into feat/produced-files-folder

# Conflicts:
#	docs/module-graph.i18n.yaml
#	docs/module-graph.md
#	docs/module-graph.zh.md
"
544a17f604ac259b7ab1829eb166adc69c381499,c10d74ba95ce8d8ccf51ea2bd80a94776df0ed21 2d2b89825e6c0ea4be96c408e35742659d1ef1aa,2,Merge origin/master into worktree/pr2177-export-fixes-20260811,其他标题,False,"Merge origin/master into worktree/pr2177-export-fixes-20260811

Master advanced again after the first merge-forward checkpoint, adding the web human-transcript command-input change. Preserve the earlier checkpoint and merge the new exact e03b51d7 base as a separate commit instead of rebasing or rewriting this merge-heavy stack.\n\nThe incremental merge is conflict-free and keeps the session-export review fixes based on the repository's current integration state.
"
5867c00fafa3b0a5c0d8f1c68a722b5ca41c1685,9950c64621c8f5fe8fc672bf0705587fc36e3e8d,1,test(feedback): reach the per-file coverage gate,非合并,False,"test(feedback): reach the per-file coverage gate

Cover the reachable controller and control branches: each failure code's
copy, dispose-during-flight, non-Error rejections, and non-conflict
mutation failures.

Two paths were unreachable rather than untested, so remove them instead:
commit() cannot run after disposal because mutate() refuses admission
first, and the mutation tail cannot reject because every queued operation
settles as a result. Pass the recorded rating into the note save so the
editor's render site proves it exists.
"
526febc44d06be1112452421485c2a494dcf380e,5d591e55c12a39784a0daf61da611fe8fb1d3eb1,1,feat(feedback): add the Web surface for message feedback,非合并,False,"feat(feedback): add the Web surface for message feedback

Consume the durable message-feedback sidecar from #2217 in the browser:
per-message Like/Dislike with an optional note, contributed through a
declared assistant-actions slot.

- carry MessageId on finalized AssistantMessageNode so a target is nameable
- declare conversation.chat.assistant-actions and render it in the
  IconActions row between copy and branch
- hold one FeedbackController per Session with per-item ifVersion CAS,
  reconciling a version-conflict from the reply's authoritative item
- mount messageFeedbackRemote alongside goalsRemote
"
